Name,ConflictStatus,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines
New York St Thruway,Unclear,,,To Discuss,,,
"Charlotte, NC",Resolved,,,To Discuss,,,"820,821"
Trump Lntematlonal Hotel And Tower Condominium,Unclear,,status missing,To Discuss,,https://www.forbes.com/trump-tenants/#4fcc6c891d32,383
New Sunshine LLC,Unclear,,"Because the company reportedly no longer has an active relationship with Melania Trumps business line and it is not listed as an asset of the First Lady on Pres. Trumps financial disclosure, this potential conflict is marked as &quot;resolved.&quot;",To Discuss,,http://www.mcclatchydc.com/news/politics-government/congress/article134287344.html,
Trump Marks Products,Active,,,To Discuss,,,"442,441"
Metallurgical Corporation of China (M.C.C.),Unclear,"The Trump Organization’s partner in a lavish Indonesian development project boasting a six-star hotel and golf course with President Trump’s name has brought on a new ally: a Chinese state-owned company. The Indonesian partner, the MNC Group, said it had struck a deal with an arm of Metallurgical Corporation of China, a state-owned construction company, to build a theme park next door to the planned Trump properties.",,To Discuss,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",
Trump International Golf Links - Doonbeg,Active,,,To Discuss,,,"366,367"
"Dutchess County, NY",Resolved,,,To Discuss,,,"938,939"
Landings at Harborside,Active,,,To Discuss,,,unnamed record
Maryland St Dept Transn,Unclear,,,To Discuss,,,1285
Lamington Family Holdings,Active,,,To Discuss,,,169
715 Park Avenue Associates,Active,,,To Discuss,,,740
Rpv Development,Active,,,To Discuss,,,209
Florham Park Realty Associates,Active,,,To Discuss,,,1010
Tipperary Realty,Active,,,To Discuss,,,281
Trump Empire State,Active,,,To Discuss,,,339
Donald J Trump Enterprises,Active,,,To Discuss,,,50
Kushner Media Ventures,Unclear,,,To Discuss,,,1225
Trump World Publications,Active,,,To Discuss,,,544
Djt Operations Ii,Active,,,To Discuss,,,49
Trump Virginia Lot 5,Active,,,To Discuss,,,"538,539"
New York Presbyterian Hospital,Unclear,"The foundation gave at least $326,000 to New York Presbyterian Hospital and $250,750 to its sister institution, the Hospital for Special Surgery, which is also based in New York City.",,To Discuss,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,
Trump&#39;S Castle Management,Active,,,To Discuss,,,546
Plaza Consulting,Active,,,To Discuss,,,200
Tiht Member,Active,,,To Discuss,,,279
Seven Springs,Active,,,To Discuss,,,211
Michael Cohen,Unclear,,,To Discuss,,"https://www.washingtonpost.com/politics/in-new-financial-disclosure-trump-reports-apparent-payment-through-his-personal-attorney-to-adult-film-star/2018/05/16/cf6171f2-592c-11e8-b656-a5f8c2a9295d_story.html?noredirect=on&utm_term=.ded1e82e4416,https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html",
CK Realty Holdings,Resolved,,,To Discuss,,,839
J.P. Morgan,Unclear,,,To Discuss,,,
THC Hotel Development,Active,,,To Discuss,,,240
The Daily Mail,Unclear,,"Because this lawsuit was settled, the potential conflict of interest is marked as &quot;resolved.&quot; Specific business holdings of Melania Trump remain marked as confirmed conflicts of interest.",To Discuss,,https://www.nytimes.com/2017/02/07/us/politics/melania-trump-libel-suit-daily-mail.html,
Hwa 1290 Iv,Active,,,To Discuss,,,160
Pinecrest Lake Building Associates,Active,,,To Discuss,,,1456
Hwa 1290 V,Active,,,To Discuss,,,161
SQ Associates,Unclear,,,To Discuss,,,1550
Ivanka M. Trump Charitable Fund,Unclear,,,To Discuss,,"https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html",
OPO Hotel Manager,Active,,,Approved,,,"190,189,1412,1413,1105"
Kushner Credit Opportunity Fund,Active,,,To Discuss,,,"1222,1223"
Wexford Hall,Active,,,To Discuss,,,555
Route 10 Associates,Active,,,To Discuss,,,"1505,1506,660,663,665,705,1507,unnamed record,unnamed record,unnamed record,unnamed record"
JP Morgan Chase & Co,Unclear,,,To Discuss,,,1124
Country Apartments,Active,,,To Discuss,,,34
New York State Urban Dev,Unclear,,,To Discuss,,,
Sixty One Associates,Active,,,To Discuss,,,1541
Trump International Golf Club - Florida,Active,,,To Discuss,,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,364
Spring Creek Plaza,Active,,,To Discuss,,,215
175 Pearl Street,Unclear,,no record,To Discuss,,https://www.bloomberg.com/amp/news/articles/2018-03-13/kushner-conflict-cloud-hovers-over-brooklyn-sale-linked-to-japan,
K2w2 26Js Holdings,Unclear,,,To Discuss,,,
Qvc,Unclear,,"Because the company reportedly no longer has an active relationship with Melania Trumps business line and it is not listed as an asset of the First Lady on Pres. Trumps financial disclosure, this potential conflict is marked as &quot;resolved.&quot;",To Discuss,,,
Qatar Government,Unclear,,,To Discuss,,https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,
Trump Marks Canouan,Active,,,To Discuss,,,"402,401"
Georgia St Bonds,Unclear,,,To Discuss,,,1026
Bruckner P Corp,Unclear,,,To Discuss,,,791
New York St Dorm Auth Revs Nonst Supported Debt Cornell UnIV B,Unclear,,,To Discuss,,,1350
One Central Park West,Active,,,To Discuss,,,"187,188"
Trump Marks Philadelphia,Active,,,To Discuss,,,"437,438"
Nextera Energy,Resolved,,,To Discuss,,,"1380,1381,1382,1383"
"Village KF 4-9-10 Associates, LP",Unclear,,* See Internal Notes in Ethics Doc Lines. - CS,To Discuss,,,"unnamed record,unnamed record"
The Art Of The Deal,Active,,,To Discuss,,,267
K Gaia Village  2 Associates,Active,,,To Discuss,,,"1146,1147,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
CNA Financial Corporation,Resolved,,,To Discuss,,,"843,844"
Dt Marks Qatar,Resolved,,dissolved as of 1/26/18,To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"111,110"
Broadband Proliferation Partners,Active,,,To Discuss,,,"789,790"
Trump Marks Ft. Lauderdale,Active,,,To Discuss,,,"411,412"
Signature Bank,Active,"ne of three banks whose ties to Kushner have been widely reported to be under review by New York banking regulators. The bank’s board members have included Ivanka Trump and former Republican U.S. senator Al D’Amato, a dealmaker and power broker in New York business and politics who has been a vocal supporter of President Trump.",,To Discuss,,https://www.usatoday.com/story/news/2018/06/07/cozy-land-deals-meant-big-money-trump-family-and-friends/677126002/,1528
Yorktown Real Estate Formerly Yorktown Development Associates,Active,,,To Discuss,,,563
KF Westwood Partner,Active,,,To Discuss,,,"1195,1196,1197,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Trump Caribbean,Active,,,To Discuss,,"https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a",313
Dt Marks Baku,Active,,,To Discuss,,,"91,90"
Trump Marks Westchester,Active,,,To Discuss,,,"465,466"
Trump Chicago Development,Active,,,To Discuss,,,319
Flights (Formerly Trump Flights),Active,,,To Discuss,,,140
WAKE CNTY NC RFDG,Unclear,,,To Discuss,,,unnamed record
Trump Tower Condominium Residential Section,Unclear,,status missing,To Discuss,,"https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f",524
Victor Pinchuk,Unclear,"Investigators subpoenaed the Trump Organization this year for an array of records about business with foreign nationals. In response, the company handed over documents about a $150,000 donation that the Ukrainian billionaire, Victor Pinchuk, made in September 2015 to the Donald J. Trump Foundation in exchange for a 20-minute appearance by Mr. Trump that month through a video link to a conference in Kiev.",,To Discuss,,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,
Police Athletic League,Unclear,,"Pres. Trump no longer holds a position with this organization that has donated so consistently to his nonprofit; nonetheless, due to the longstanding nature of that connection and the lack of clarity about the foundations current activity status, this is marked as &quot;unclear.&quot;",To Discuss,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,203
Trump International Golf Links - Scotland,Active,,,To Discuss,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/11/21/business/with-a-meeting-trump-renewed-a-british-wind-farm-fight.html?_r=0,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://abcnews.go.com/amp/Business/wireStory/trumps-scottish-resort-expand-raising-ethics-concerns-56822706",368
Trump Marks Asia,Active,,,To Discuss,,,"392,391"
First Member,Active,,,To Discuss,,,139
Hartford Funds,Active,,,To Discuss,,,1038
"Ivanka Trump received $15,001 - $50,000 in Rent or Royalties income from K 26 JOURNAL SQUARE, LLC (Commercial Real Estate in Jersey City, NJ) the year before her appointment as her father&#39;s presidential adviser.",Unclear,,,To Discuss,,,
Trump Golf Coco Beach,Active,,,To Discuss,,,"355,354"
Trump Toronto Hotel,Active,,"7/25/2017 added management deal details per 2017 financial disclosure, Part 2, ref. #142.",To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,521
Sussex Hall,Active,,,To Discuss,,,219
Magnolia Building Associates,Active,,,To Discuss,,,1280
"Erie County, NY",Resolved,,,To Discuss,,,"970,971"
Bahrain,Unclear,In 2016 the hotel was host to a National Day celebration for the Kingdom of Bahrain.,,To Discuss,,http://www.huffingtonpost.com/entry/donald-trump-bahrain_us_583de2a5e4b0c33c8e1282d0?inyv55o07g8horms4i,
Trump Marks Toronto,Active,,,To Discuss,,,"461,462"
DAMAC Properties,Unclear,Trump Organization partner in Trump World Golf Club Dubai project.,,To Discuss,,"https://www.mcclatchydc.com/news/politics-government/white-house/article213164779.html,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/",
New York St Local Govt Assistance Corp Rfdg Sub Lien Ser A,Unclear,,,To Discuss,,,1360
KF- Park Street Capital Pe Fund Ix,Unclear,,,To Discuss,,,1204
Dt Lido Golf Manager,Active,,,To Discuss,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365","85,84,902"
Elmwood Chicago,Unclear,,,To Discuss,,,
Celgene,Unclear,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,To Discuss,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,
Trump Organization Inc.,Active,,,To Discuss,,"https://www.washingtonpost.com/politics/inside-trumps-financial-ties-to-russia-and-his-unusual-flattery-of-vladimir-putin/2016/06/17/dbdcaac8-31a6-11e6-8ff7-7b6c1998b7a0_story.html?utm_term=.58393114f26e,https://www.nytimes.com/2016/08/21/us/politics/donald-trump-debt.html,http://www.newsweek.com/2016/09/23/donald-trump-foreign-business-deals-national-security-498081.html,https://www.washingtonpost.com/news/wonk/wp/2016/09/30/trumps-unthinkable-conflict-millions-in-debts-to-german-bank-now-facing-federal-fines/?utm_term=.66663f022cff,https://www.nytimes.com/2016/11/06/us/politics/donald-trump-business-tax-records.html?mtrref=undefined,https://www.taiwannews.com.tw/en/news/3031091,https://www.reuters.com/article/us-usa-trump-argentina/trump-organization-says-it-has-no-plans-to-build-buenos-aires-tower-idUSKBN14N1W7,http://www.npr.org/sections/parallels/2016/11/22/502895797/whos-the-new-philippine-envoy-the-man-building-trump-tower-manila,https://www.bloomberg.com/politics/articles/2016-11-22/trump-s-business-partner-will-be-manila-s-man-in-washington?cmpid=socialflow-twitter-business&amp;utm_content=business&amp;utm_campaign=socialflow-organic&amp;utm_source=twitter&amp;utm_medium=social,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html,http://money.cnn.com/2017/01/23/news/donald-trump-resigns-business/,https://amp.thedailybeast.com/trump-org-gifts-treasury-dollar150k-in-foreign-government-emoluments,http://www.mcclatchydc.com/article204578309.html,https://mobile.nytimes.com/2018/03/10/business/trumps-kushners-hotel-deals.html?referer=https://amp-cnn-com.cdn.ampproject.org/c/s/amp.cnn.com/cnn/2018/03/11/politics/new-york-times-jared-kushner-donald-trump-hotel/index.html,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.npr.org/2018/06/12/619101573/ivanka-trump-and-jared-kushner-earned-more-than-80-million-last-year-filings-sho,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://www.mcclatchydc.com/news/nation-world/article213846794.html,https://mobile.nytimes.com/2018/06/24/us/politics/trump-challenge-coins.html?hp&action=click&pgtype=Homepage&clickSource=story-heading&module=first-column-region&region=top-news&WT.nav=top-news,http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://www.mcclatchydc.com/news/politics-government/white-house/article215089160.html,https://www.npr.org/2018/07/21/631164949/the-value-of-russia-putin-to-trump,https://www.cnn.com/2018/07/24/politics/ivanka-trump-brand-company/index.html,https://www.cnn.com/2018/07/25/politics/emoluments-case-donald-trump-washington-dc/index.html,https://www.washingtonpost.com/politics/federal-judge-allows-emoluments-case-against-trump-to-proceed/2018/07/25/c8070206-8fa4-11e8-8322-b5482bf5e0f5_story.html?utm_term=.0773c88e9386,https://www.npr.org/2018/07/25/632300960/federal-lawsuit-against-president-trumps-business-interests-allowed-to-proceed,https://www.theatlantic.com/amp/article/566051/,https://www.businessinsider.com/ivanka-trump-closing-fashion-business-ethics-experts-respond-2018-7,https://www.wsj.com/articles/trump-organization-finance-chief-called-to-testify-before-federal-grand-jury-1532622947?mod=e2twp,https://www.washingtonpost.com/news/morning-mix/wp/2018/07/27/trumps-emoluments-battle-how-a-scholars-journey-through-200-years-of-dictionaries-helped-win-a-historic-ruling/?utm_term=.25bb86879b9b,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://abcnews.go.com/amp/Business/wireStory/trumps-scottish-resort-expand-raising-ethics-concerns-56822706,http://fortune.com/2018/07/27/who-is-allen-weisselberg-trump-finance-chief/,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301",488
Trump Education,Active,,,To Discuss,,,338
DJNJ Frito,Unclear,,,To Discuss,,,879
Trump 767 Management,Unclear,,missing status,To Discuss,,,297
Clyde Hall,Active,,,To Discuss,,,32
Le Chateau des Palmiers,Unclear,Trump's resort on the island of St. Martin.,,To Discuss,,"https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a",
Trump Marks Egypt,Active,,,To Discuss,,,"408,407"
Trump Mortgage,Unclear,,,To Discuss,,"https://www.washingtonpost.com/politics/trump-mortgage-failed-heres-what-that-says-about-the-gop-front-runner/2016/02/28/f8701880-d00f-11e5-88cd-753e80cd29ad_story.html?utm_term=.246ad0d15e54,http://money.cnn.com/2016/03/14/pf/trump-mortgage/index.html",
Principal Funds,Active,,,To Discuss,,,"1474,unnamed record"
Schlumberger LTD,Resolved,,,To Discuss,,,"1514,1515,1516,1517"
Trump Toronto Development,Active,,,To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,520
Trump Hotel Rio De Janeiro,Unclear,,,To Discuss,,"https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/world/the_americas/trump-company-pulls-its-name-off-a-brazil-hotel-caught-up-in-an-investigation/2016/12/13/c332dc2c-b078-4885-8a29-5f29b7da442e_story.html?utm_term=.3f329b9e8342,https://www.nytimes.com/2016/12/14/world/americas/donald-trump-hotel-rio-brazil-investigation.html,https://www.nytimes.com/2016/12/21/business/economy/trump-organization-labor-unions-hotels.html",
Dt Marks Pune Ii,Active,,,To Discuss,,,"109,108"
East 61 St. Company,Active,,,To Discuss,,,130
K Astoria,Active,,,To Discuss,,,"1143,807,808,809,810,1142,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Trump Marks Baja,Unclear,,to discuss,To Discuss,,,"396,395"
State of California,Resolved,,,To Discuss,,,"812,814"
Hudson Waterfront Associates Iii,Active,,,To Discuss,,,156
Fifty Seven Management,Active,,,To Discuss,,,137
THC Central Reservations,Active,,,To Discuss,,,"231,230"
State of Virginia,Resolved,,,To Discuss,,,unnamed record
MGM,Unclear,"Real estate tycoon (and now U.S. President) Donald Trump was the show's host for the first fourteen seasons. After he declared his candidacy for the presidency, NBC announced that actor and former California Governor Arnold Schwarzenegger would become the new host of The Celebrity Apprentice. In December 2016, MGM confirmed to Variety that Trump has retained his EP credit on the series. The larger issue for MGM, NBC, and the White House is the payment that Trump will receive for the series. It’s unclear what his per-episode fee is, but it is likely to be in the low five-figures, at the minimum.",,To Discuss,,http://variety.com/2016/tv/news/donald-trump-mark-burnett-celebrity-apprentice-executive-producer-1201937420/,
Wallkill Apartments Associates,Resolved,,,To Discuss,,,"unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record,unnamed record"
Korean Aerospace Industries,Unclear,,,To Discuss,,"https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html",
Merritt Associates,Active,,,To Discuss,,,1293
Tihm Member,Active,,,To Discuss,,,275
Triborough NY Bridge & Tunnel Authority,Resolved,,,To Discuss,,,"unnamed record,unnamed record"
Nk 80 Maiden Holdings,Unclear,,,To Discuss,,,
Indian Hills Holdings Formerly Indian Hills Development,Active,,,To Discuss,,,164
Hwa 555 Owners,Active,,,To Discuss,,,162
Gept Delmonico,Active,,,To Discuss,,,145
Trump Marks Jersey City,Active,,,To Discuss,,,"417,418"
Hudson Waterfront Associates I,Active,,,To Discuss,,,154
Trump Marks Soho,Active,,,To Discuss,,,"451,452"
"The Patriot Legal Defense Fund Trust, LLC",Unclear,"The Patriot Legal Defense Fund Trust, LLC is a pro-Trump legal fund with anonymous backing. It's intended to help pay legal bills for staffers from the Trump campaign, the transition and the White House. The fund's manager is former Congresswoman Nan Hayworth. Here she is in a promo video.",,To Discuss,,https://www.npr.org/2018/06/15/620230403/legal-defense-funds-for-trump-allies-multiply,
THC Imea Development,Active,,,To Discuss,,,241
Trump Park Avenue,Active,,,To Discuss,,,"498,497"
Dt Tower I,Active,,,To Discuss,,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html","121,120"
Cadre,Unclear,"A real estate technology startup co-founded and partly owned by White House senior adviser Jared Kushner. Kushner doesn't play an active role in Cadre's operations, company officials say when asked about the president's son-in-law. But he hasn't divested his Cadre stake",,To Discuss,,"""http://www.chicagotribune.com/business/national/ct-kushner-cadre-softbank-funds-20180522-story,amp.html""",
American Idea,Unclear,,,To Discuss,,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,
Flatbush 340 Lender,Active,,,To Discuss,,,"1004,1006,709,unnamed record"
Trump Marks Panama,Active,,,To Discuss,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,http://www.businessinsider.com/trump-organization-panama-hotel-conflict-2018-3,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage","435,436"
Honest Buildings,Active,,,To Discuss,,,1047
Tngc Dutchess County (Formerly Trump Marks Classic Cars),Active,,,To Discuss,,,"285,286"
Utah St Ser A,Unclear,,,To Discuss,,,unnamed record
Trump Golf Acquisitions,Active,,,To Discuss,,,353
Trump Marks Las Vegas,Active,,,To Discuss,,,"419,420"
Cranbury Building Associates,Resolved,,,To Discuss,,,"859,860"
NBC,Unclear,"Real estate tycoon (and now U.S. President) Donald Trump was the show's host for the first fourteen seasons. After he declared his candidacy for the presidency, NBC announced that actor and former California Governor Arnold Schwarzenegger would become the new host of The Celebrity Apprentice. In December 2016, MGM confirmed to Variety that Trump has retained his EP credit on the series. The larger issue for MGM, NBC, and the White House is the payment that Trump will receive for the series. It’s unclear what his per-episode fee is, but it is likely to be in the low five-figures, at minimum.",,To Discuss,,http://variety.com/2016/tv/news/donald-trump-mark-burnett-celebrity-apprentice-executive-producer-1201937420/,
The Best Real Estate Advice I Ever Received,Active,,,To Discuss,,,268
Capital Group,Active,,,To Discuss,,,975
THC Venture II,Active,,,To Discuss,,,"263,262"
Franklin Templeton Investments,Active,,,To Discuss,,,"1569,1571"
Trump Korea,Active,,,To Discuss,,,"377,376"
Flatbush 340,Active,,,To Discuss,,,1005
KF- C-III Recovery Fund II,Resolved,,,To Discuss,,,"1200,1201"
Dt Marks Rio,Active,,,To Discuss,,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,"112,113"
Park Street Capital,Resolved,,,To Discuss,,,"1205,unnamed record"
Trump Drinks Israel Holdings,Unclear,,to discuss,To Discuss,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"336,337"
