ID,pubstatus,Internal Notes,Business Interest Details,Conflict,Conflicting Entity,Family Member,Owner 1,Pct 1,Owner 2,Pct 2,Owner 3,Pct 3,Owner 4,Pct 4,Total,EntityStatus,Ethics Doc 1,Ethics Doc 2,Ethics Doc 3,2015,2016,2017,Public Notes,Conflict Status (archive)
131,,,"Former member of the now-dormant or inactive EID Venture I LLC, of which Pres. Trump retains an ownership interest.",Eid Venture I,Eid Venture I LLC,Donald Trump,DTTM Operations LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
134,,,"Former member/president of EID Venture II LLC, of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and provide back office support functions to other entities.",Eid Venture Ii,Eid Venture II LLC,Donald Trump,The Donald J. Trump Revocable Trust,99.0,Eid Venture II Member Corp.,1.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
133,,,"Former director/chairman/president of EID Venture II Member Corp., of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and provide back office support functions to other entities.",Eid Venture Ii,Eid Venture II Member Corp.,Donald Trump,The Donald J. Trump Revocable Trust,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
957,approved,,"Jared Kushner served as President &amp; Secretary of Elmwood Chicago Associates, LLC from Jan 1, 2008, to Jan 1, 2017.",Elmwood V. Associates,"""Elmwood Chicago Associates, LLC""",Jared Kushner,"""Elmwood Chicago Member, LLC""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,Missing from Working Database 7/08/2018 -SWANSON,"Ivanka Trump received $100,001 - $1,000,000 in Interest income from ELMWOOD CHICAGO ASSOCIATES, LLC, bonds the year before her appointment as her father&#39;s presidential adviser.",Elmwood V. Associates,"""ELMWOOD CHICAGO ASSOCIATES, LLC (Commercial Real Estate in Chicago, IL)""",Ivanka Trump,"""ELMWOOD CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
958,approved,,"Jared Kushner served as Executive Committee &amp; Key Person of Elmwood Chicago Holding, LLC from Dec 1, 2007, to Jan 1, 2017.",Elmwood V. Associates,"""Elmwood Chicago Holding, LLC""",Jared Kushner,"""Elmwood V. Associates, LP (Commercial Real Estate In Chicago, Il)""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,Missing from Working Database 7/08/2018 -SWANSON,"Ivanka Trump received $100,001 - $1,000,000 in Interest income from ELMWOOD CHICAGO HOLDING, LLC, bonds the year before her appointment as her father&#39;s presidential adviser.",Elmwood V. Associates,"""ELMWOOD CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL)""",Ivanka Trump,"""Elmwood V. Associates, LP (Commercial Real Estate In Chicago, Il)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
959,approved,,"Jared Kushner served as President of Elmwood Chicago Member, LLC from Jan 1, 2008, to Jan 1, 2017.",Elmwood V. Associates,"""Elmwood Chicago Member, LLC""",Jared Kushner,"""Elmwood Chicago Holding, LLC""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,Missing from Working Database 7/08/2018 -SWANSON,"Ivanka Trump received $100,001 - $1,000,000 in Interest income from ELMWOOD CHICAGO MEMBER, LLC, bonds the year before her appointment as her father&#39;s presidential adviser.",Elmwood V. Associates,"""ELMWOOD CHICAGO MEMBER, LLC (Commercial Real Estate in Chicago, IL)""",Ivanka Trump,"""ELMWOOD CHICAGO HOLDING, LLC (Commercial Real Estate in Chicago, IL)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
960,approved,,"Jared Kushner served as Manager of Elmwood NYT Holdings, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Elmwood NYT Holdings, LLC""",Jared Kushner,"""Elmwood NYT Principal, LLC""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Elmwood NYT Holdings, LLC""",Ivanka Trump,"""Elmwood NYT Principal, LLC""",,,,,,,,0,Active,,,,,,checked,,
961,approved,,"Jared Kushner served as Manager of Elmwood NYT Mezz, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Elmwood NYT Mezz, LLC""",Jared Kushner,"""Elmwood NYT Holdings, LLC""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Elmwood NYT Mezz, LLC""",Ivanka Trump,"""Elmwood NYT Holdings, LLC""",,,,,,,,0,Active,,,,,,checked,,
962,approved,,"Jared Kushner served as Manager of Elmwood NYT Owner, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Elmwood NYT Owner, LLC""",Jared Kushner,"""Elmwood NYT Mezz, LLC""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Elmwood NYT Owner, LLC""",Ivanka Trump,"""Elmwood NYT Mezz, LLC""",,,,,,,,0,Active,,,,,,checked,,
963,approved,,"Jared Kushner served as Authorized Signatory of Elmwood NYT Principal, LLC from Oct 1, 2015, to Jan 1, 2017.",Times Square Associates,"""Elmwood NYT Principal, LLC""",Jared Kushner,"""TIMES SQUARE ASSOCIATES, LLC (Commercial Real Estate in New York, NY)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/18/2018 ~Swanson,,Times Square Associates,"""Elmwood NYT Principal, LLC""",Ivanka Trump,"""TIMES SQUARE ASSOCIATES, LLC (Commercial Real Estate in New York, NY)""",,,,,,,,0,Active,,,,,,checked,,
967,approved,Listed 3 times with different income amounts in Part 6 of 2017 disclosure.,"Jared Kushner received $100,001 - $250,000 in Rent or Royalties income from ELMWOOD V. ASSOCIATES, LP (Commercial Real Estate in Chicago, IL) the year before his appointment as Pres. Trump's senior adviser.",Elmwood V. Associates,"""Elmwood V. Associates, LP (Commercial Real Estate In Chicago, Il)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
964,,,"Ivanka Trump received $100,001 - $1,000,000 in Rent or Royalties income from ELMWOOD V. ASSOCIATES, LP (Commercial Real Estate in Chicago, IL) the year before her appointment as her father&#39;s presidential adviser.",Elmwood V. Associates,"""Elmwood V. Associates, LP (Commercial Real Estate In Chicago, Il)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
966,,,"Ivanka Trump received $15,001 - $50,000 in Rent or Royalties income from ELMWOOD V. ASSOCIATES, LP (Commercial Real Estate in Chicago, IL) the year before her appointment as her father&#39;s presidential adviser.",Elmwood V. Associates,"""Elmwood V. Associates, LP (Commercial Real Estate In Chicago, Il)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
965,,,"Ivanka Trump received $15,001 - $50,000 in Rent or Royalties income from ELMWOOD V. ASSOCIATES, LP (Commercial Real Estate in Chicago, IL) the year before her appointment as her father&#39;s presidential adviser.",Elmwood V. Associates,"""Elmwood V. Associates, LP (Commercial Real Estate In Chicago, Il)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
971,approved,"*This asset has been divested. After having been inadvertently omitted, this asset was added during the
ordinary review process with OGE.","Jared Kushner received $2,501 - $5,000 in Interest income from ERIE CNTY NY FISCAL STABILITY AUTH SALES TAX &amp; ST AID SECD A, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.","""Erie County, NY""","""Erie Cnty NY Fiscal Stability Auth Sales Tax & St Aid Secd A, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Resolved
970,,This asset has been divested.,"Ivanka Trump received $2,501 - $5,000 in Interest income from ERIE CNTY NY FISCAL STABILITY AUTH SALES TAX &amp; ST AID SECD A, bonds the year before her appointment as her father&#39;s presidential adviser.","""Erie County, NY""","""Erie Cnty NY Fiscal Stability Auth Sales Tax & St Aid Secd A, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Resolved
,approved,Missing from Working Database 06/21/2018 -SWANSON,,KF Middle River,"""ESSEX PARK HOLDINGS LLC (Residential Real Estate in Middle River, MD)""",Jared Kushner,Middle River JV LLC,,,,,,,,0,Active,,,,,,,,
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,KF Middle River,"""ESSEX PARK HOLDINGS LLC (Residential Real Estate in Middle River, MD)""",Ivanka Trump,Middle River JV LLC,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
973,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from EuroPacific Growth Fund - 529-A (1016) (CEUAX) the year before her appointment as her father&#39;s presidential adviser.,,Europacific Growth Fund - 529-A (1016) (Ceuax),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
972,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from EuroPacific Growth Fund - 529-A (1016) (CEUAX) the year before her appointment as her father&#39;s presidential adviser.,,Europacific Growth Fund - 529-A (1016) (Ceuax),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
974,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from EuroPacific Growth Fund - 529-A (1016) (CEUAX) the year before her appointment as her father&#39;s presidential adviser.,,Europacific Growth Fund - 529-A (1016) (Ceuax),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
975,approved,"July 25, 2018 HN: Capital Group offers this fund. https://www.americanfunds.com/individual/investments/fund/ceuax",Jared Kushner received between $0 - $600 in (income type not disclosed) income via three distributions from EuroPacific Growth Fund - 529-A (1016) (CEUAX) the year before his appointment as Pres. Trump's senior adviser.,Capital Group,Europacific Growth Fund - 529-A (1016) (Ceuax),Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
978,approved,,"Jared Kushner served as President of EV 1st Avenue Property Owner, L.P. from Aug 1, 2013, to Jan 1, 2017.",K Stonehage Village 1 Associates,"""EV 1st Avenue Property Owner, L.P.""",Jared Kushner,"""Village UK Venture, LLC (Residential Real Estate in New York, NY)""",,"""EV JV Partnership, L.P.""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K Stonehage Village 1 Associates,"""EV 1st Avenue Property Owner, L.P.""",Ivanka Trump,"""Village UK Venture, LLC (Residential Real Estate in New York, NY)""",,"""EV JV Partnership, L.P.""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
979,approved,,"Jared Kushner served as President of EV Avenue A Property Owner, L.P. from Aug 1, 2013, to Jan 1, 2017.",K Stonehage Village 1 Associates,"""EV Avenue A Property Owner, L.P.""",Jared Kushner,"""Village UK Venture, LLC (Residential Real Estate in New York, NY)""",,"""EV JV Partnership, L.P.""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K Stonehage Village 1 Associates,"""EV Avenue A Property Owner, L.P.""",Ivanka Trump,"""Village UK Venture, LLC (Residential Real Estate in New York, NY)""",,"""EV JV Partnership, L.P.""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
980,approved,"July 25, 2018 HN: Friendly name assigned in conjunction with friendly name discerned for its F/K/A name Village UK Venture LLC.","Jared Kushner served as President of EV JV GP LLC (Residential Real Estate in New York, NY) from Aug 1, 2013, to Jan 1, 2017. The company was formerly named Village UK Venture LLC.",K Stonehage Village 1 Associates,"""EV JV GP LLC (Residential Real Estate In New York, NY)""",Jared Kushner,Contingent Rights to Ownership Interests,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
981,approved,,"Jared Kushner served as President of EV JV Partnership, L.P. from Aug 1, 2013, to Jan 1, 2017.",K Stonehage Village 1 Associates,"""EV JV Partnership, L.P.""",Jared Kushner,"""K Stonehage Village 1 Associates, LLC (Residential Real Estate In New York, NY)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved
,approved,*Missing. Added on: 7/17/2018 ~Swanson,,K Stonehage Village 1 Associates,"""EV JV Partnership, L.P.""",Ivanka Trump,"""K Stonehage Village 1 Associates, LLC (Residential Real Estate In New York, NY)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
135,,,"Former director/chairman/president of Excel Venture I Corp., of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",Excel Venture I,Excel Venture I Corp.,Donald Trump,DJT Holdings Managing Member LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
136,,,"Former president/secretary/treasurer/member of Excel Venture I LLC, of which Pres. Trump retains an ownership interest.",Excel Venture I,Excel Venture I LLC,Donald Trump,DJT Holdings LLC,99.0,Excel Venture I Corp.,1.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
983,approved,"*This asset has been divested. After having been inadvertently omitted, this asset was added during the
ordinary review process with OGE.","Jared Kushner received $201 - $1,000 in Interest income from EXXON MOBIL CORPORATION, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.",Exxon Mobil,"""Exxon Mobil Corporation, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Resolved
982,,This asset has been divested.,"Ivanka Trump received $201 - $1,000 in Interest income from EXXON MOBIL CORPORATION, bonds the year before her appointment as her father&#39;s presidential adviser.",Exxon Mobil,"""Exxon Mobil Corporation, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Resolved
985,approved,"*As of July 20, 2017, this asset has been divested.",Jared Kushner received None (or less than $201) in (income type not disclosed) income from FabFitFun (Beauty and Wellness Subscription Service) the year before his appointment as Pres. Trump&#39;s senior adviser.,FabFitFun,Fabfitfun (Beauty And Wellness Subscription Service),Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
984,approved,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from FabFitFun (Beauty and Wellness Subscription Service) the year before her appointment as her father&#39;s presidential adviser.,FabFitFun,Fabfitfun (Beauty And Wellness Subscription Service),Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
987,approved,,"Jared Kushner received $15,001 - $50,000 in Rent or Royalties income from FELMORE ASSOCIATES (Residential Real Estate in South River, NJ) the year before his appointment as Pres. Trump&#39;s senior adviser.",Felmore Associates,"""Felmore Associates (Residential Real Estate In South River, NJ)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
986,,,"Ivanka Trump received $15,001 - $50,000 in Rent or Royalties income from FELMORE ASSOCIATES (Residential Real Estate in South River, NJ) the year before her appointment as her father&#39;s presidential adviser.",,"""Felmore Associates (Residential Real Estate In South River, NJ)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
988,,,"Ivanka Trump lists Fidelity Dividend Growth Fund (FDGFX) as an employment-related asset valued at $50,001 - $100,000. In the year before taking her unpaid position as assistant to her father in his presidency, she earned None (or less than $201) in (no income type reported) income.",,Fidelity Dividend Growth Fund (FDGFX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
989,,,"Ivanka Trump lists Fidelity Freedom 2040 Fund (FFFFX) as an employment-related asset valued at $50,001 - $100,000. In the year before taking her unpaid position as assistant to her father in his presidency, she earned None (or less than $201) in (no income type reported) income.",,Fidelity Freedom 2040 Fund (FFFFX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
990,,,"Ivanka Trump lists Fidelity Growth Company (FDGRX) as an employment-related asset valued at $50,001 - $100,000. In the year before taking her unpaid position as assistant to her father in his presidency, she earned None (or less than $201) in (no income type reported) income.",,Fidelity Growth Company (FDGRX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
991,,,"Ivanka Trump lists Fidelity Overseas Fund (FOSFX) as an employment-related asset valued at $50,001 - $100,000. In the year before taking her unpaid position as assistant to her father in his presidency, she earned None (or less than $201) in (no income type reported) income.",,Fidelity Overseas Fund (FOSFX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
992,,,"Ivanka Trump lists Fidelity Value Fund (FDVLX) as an employment-related asset valued at $50,001 - $100,000. In the year before taking her unpaid position as assistant to her father in his presidency, she earned None (or less than $201) in (no income type reported) income.",,Fidelity Value Fund (FDVLX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active
994,approved,"This entity has an interest in Bruckner Plaza Center, LLC. See item 1.8 for entity structure.","Jared Kushner received Over $5,000,000 in Rent or Royalties Capital Gains income from FIFTH ASSOCIATES, LLC (Commercial Real Estate in New York, NY) the year before his appointment as Pres. Trump's senior adviser. The company has an interest in Bruckner Plaza Center, LLC. Jared Kushner has since divested this asset. ",Bruckner Plaza Center,"""Fifth Associates, LLC (Commercial Real Estate In New York, NY)""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
993,approved,"This entity has an interest in Bruckner Plaza Center, LLC. See item 1.8 for entity structure.","Ivanka Trump received Over $5,000,000 in Capital Gains Rent or Royalties income from FIFTH ASSOCIATES, LLC (Commercial Real Estate in New York, NY) the year before her appointment as her father&#39;s presidential adviser. This entity has an interest in Bruckner Plaza Center, LLC.",Bruckner Plaza Center,"""Fifth Associates, LLC (Commercial Real Estate In New York, NY)""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved
995,approved,,"Jared Kushner served as Manager of Fifth K Two LLC from Dec 1, 2011, to Jan 1, 2017.",Bruckner Plaza Center,Fifth K Two LLC,Jared Kushner,"""666 ASSOCIATES, LP (Commercial Real Estate in New York, NY)""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,This asset has been divested.,Resolved
,approved,*Missing. Added on: 7/10/2018 ~Swanson,,Bruckner Plaza Center,Fifth K Two LLC,Ivanka Trump,"""666 ASSOCIATES, LP (Commercial Real Estate in New York, NY)""",,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,This asset has been divested.,Resolved
137,,,"Former director/chairman of Fifty Seven Management Corp., of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",Fifty Seven Management,Fifty Seven Management Corp,Donald Trump,The Donald J. Trump Revocable Trust,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
138,,,"Former president of Fifty Seventh Street Associates LLC, of which Pres. Trump retains an ownership interest.",Fifty Seventh Street Associates,Fifty Seventh Street Associates LLC,Donald Trump,Fifty Seven Management Corp,1.0,The Trump Equitable Fifth Avenue Company,99.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
999,approved,,"Jared Kushner received $6,002 - $17,700 in (income type not disclosed) income via three distributions from FIRST EAGLE GLOBAL FUNDS CLASS I (SGIIX) the year before his appointment as Pres. Trump's senior adviser.",First Eagle Investment Management,First Eagle Global Funds Class I (SGIIX),Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
998,,,Ivanka Trump received None (or less than $201) in (income type not disclosed) income from FIRST EAGLE GLOBAL FUNDS CLASS I (SGIIX) the year before her appointment as her father&#39;s presidential adviser.,,First Eagle Global Funds Class I (SGIIX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
996,,,"Ivanka Trump received $5,001 - $15,000 in (income type not disclosed) income from FIRST EAGLE GLOBAL FUNDS CLASS I (SGIIX) the year before her appointment as her father&#39;s presidential adviser.",,First Eagle Global Funds Class I (SGIIX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
997,,,"Ivanka Trump received $1,001 - $2,500 in (income type not disclosed) income from FIRST EAGLE GLOBAL FUNDS CLASS I (SGIIX) the year before her appointment as her father&#39;s presidential adviser.",,First Eagle Global Funds Class I (SGIIX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active
139,,,"Former president of First Member, Inc., of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",First Member,"""First Member, Inc.""",Donald Trump,The Donald J. Trump Revocable Trust,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active
1003,approved,,"Jared Kushner received $2,501 - $5,000 in Rent or Royalties income from FIVE ACRE JV (Industrial Real Estate in Union, NJ) the year before his appointment as Pres. Trump&#39;s senior adviser.",Five Acre JV,"""Five Acre JV (Industrial Real Estate In Union, NJ)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
1002,,,"Ivanka Trump received $2,501 - $5,000 in Rent or Royalties income from FIVE ACRE JV (Industrial Real Estate in Union, NJ) the year before her appointment as her father&#39;s presidential adviser.",,"""Five Acre JV (Industrial Real Estate In Union, NJ)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active
