Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior
K 26 Journal Square,Active,1,,,Approved,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"1135,1134,1163,1165,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
United Way,Unclear,1,"The Trump Foundation gave most of its money to traditional philanthropic causes, including the United Way, a handful of schools, and more than 10 museums.",,Approved,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,,,,
Sixty Capital Fund,Resolved,0,,,Approved,,,"1538,1539",,,
Trump Marks Mortgage,Active,0,,,Approved,,,"427,428",,,
New York St Dorm Auth Revenues St Supported Debt Third Gen Resolution St UnIV Edl Facs Ser A,Unclear,0,,,Approved,,,1348,,,
Trump Marks Waikiki,Active,0,,,Approved,,,"463,464",,,
Global Gateway Alliance,Resolved,0,,,Approved,,,1028,,,
Cpw Pt Partners,Active,0,,,Approved,,,37,,,
Think Big And Kick Ass,Active,0,,,Approved,,,271,,,
Dt Marks Dubai,Active,4,,,Approved,,"https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html","95,94",,,
Delaware Funds,Active,0,,,Approved,,,"867,869",,,
Nuveen Enhanced Amt-Free Municipal CredIT Opportunities Fund,Unclear,0,,,Approved,,,1388,,,
MNC Group,Unclear,3,"The Trump Organization’s partner in a lavish Indonesian development project boasting a six-star hotel and golf course with President Trump’s name has brought on a new ally: a Chinese state-owned company. The Indonesian partner, the MNC Group, said it had struck a deal with an arm of Metallurgical Corporation of China, a state-owned construction company, to build a theme park next door to the planned Trump properties.",,Approved,,"https://mobile.reuters.com/article/amp/idUSKCN1J12RP,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.washingtonpost.com/politics/trump-business-dealings-raises-serious-concerns-ethics-office-says/2018/06/22/b71de20a-7642-11e8-9780-b1dd6a09b549_story.html?utm_term=.6784ef6af365",,,,
Dogan Holding,Unclear,1,"The twinned Trump Towers bear the president-elect’s name in Istanbul. Dogan Holding, a massive media and real estate conglomerate in Turkey, owns the conjoined buildings and pays the Trump Organization to license the Trump name and brand. It can now rely on that name and brand to be sitting in the Oval Office and singing its praises to President Erdogan.",,Approved,,http://www.huffingtonpost.com/entry/donald-trump-turkey-business_us_5836188ae4b01ba68ac41d9f?,,,,
Ownership Rights,Active,0,,,Approved,,,857,,,
"OAKWOOD CHICAGO HOLDING, LLC",Unclear,0,,,Approved,,,,,,
The Obsidian Fund,Resolved,0,,,Approved,,,Unnamed record,,,
Dt App Warrant Holding,Active,0,,,Approved,,,"60,59",,,
K Gaia Village 1 Associates,Active,0,,,Approved,,,"1144,659,666,698,707,708,718,725,751,1145,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
How To Get Rich,Active,0,,,Approved,,,152,,,
Trump Drinks Israel,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"334,335",,,
THC Miami Restaurant Hospitality,Active,0,,,Approved,,,"247,246",,,
Dana-Farber Cancer Institute,Unclear,1,"An estimated 36% of the foundation’s money went to roughly 100 organizations promoting healthcare, the Forbes examination revealed. The Trump Foundation gave more than $465,000 to both the Dana-Farber Cancer Institute and Operation Smile, which offers free surgeries to children born with cleft palates in developing countries.",,Approved,,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,,,,
JKM Capital,Resolved,0,,,Approved,,,"1122,1123",,,
Citibank,Unclear,1,,,Approved,,https://www.oge.gov/web/oge.nsf/All%20Documents/2C62A672E2AF5BAC8525825C00518004/$FILE/Letter%20to%20Congressman%20Krishnamoorthi.pdf?open,,,,
Thrive Capital Partners III,Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
K Maryland Associates,Active,0,,,Approved,,,"1148,1149,1284,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Microsoft,Resolved,0,,,Approved,,,"1301,1302,1303,1304",,,
Trump Chicago Commercial,Active,0,,,Approved,,,"318,317",,,
Dt Jeddah Technical Services Advisor,Unclear,1,,Marked as Unclear by HN on 8/23/18. ,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,"81,80",,,
Dt Connect Europe,Active,0,,,Approved,,,69,,,
Trump Marks Sunny Isles Ii,Active,1,,,Approved,,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,"458,457",,,
Toronto Development,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,291,,,
Getty Images,Unclear,1,The first lady earned six figures from an agreement with Getty Images that paid royalties to the Trumps and mandated photos be used in positive coverage.,,Approved,,https://www.nbcnews.com/politics/donald-trump/news-media-paid-melania-trump-thousands-use-photos-positive-stories-n883111,,,,
Pine Hill Development,Active,0,,,Approved,,,"199,198",,,
C-III Capital Partners,Resolved,0,,,Approved,,,"805,Unnamed record",,,
Dt Connect Ii,Active,0,,,Approved,,,"71,70",,,
Cherry Pines Apartments,Active,0,,,Approved,,,829,,,
Wilshire Hall,Active,0,,,Approved,,,560,,,
University of Texas,Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
Trump Realty Services (Formerly Trump Mortgage Services Or Tower Mortgage Services),Active,0,,,Approved,,,508,,,
Nuveen (TIAA),Active,0,,,Approved,,,1389,,,
Regal Bank,Resolved,0,,,Approved,,,"1489,1490",,,
K Stonehage Village 1 Associates,Active,0,,,Approved,,,"1159,978,979,980,981,1160,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,980 copy",,,
Donald J Trump Enterprises Ii,Active,0,,,Approved,,,51,,,
The Art Of The Comeback,Active,0,,,Approved,,,266,,,
U.S. money market,Unclear,0,,"Is this the Conflicting Entity named U.S. money market account #1 (cash)?

If so, it's status is Resolved.
",Approved,,,,,,
California St Dept of Wtr Resources Pwr Sply Revenue Ser M,Unclear,0,,,Approved,,,811,,,
The America We Deserve,Active,0,,,Approved,,,265,,,
Apollo Management,Unclear,1,,,Approved,,https://www.oge.gov/web/oge.nsf/All%20Documents/2C62A672E2AF5BAC8525825C00518004/$FILE/Letter%20to%20Congressman%20Krishnamoorthi.pdf?open,,,,
Iroquois Properties,Active,0,,,Approved,,,"1057,1058,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Valley National Bank,Active,0,,,Approved,,,Unnamed record,,,
Trump On The Ocean LLC,Unclear,0,,status missing,Approved,,,487,,,
Hwa 1290 Ill,Active,0,,,Approved,,,159,,,
Miss Universe (Formerly Trump Pageants),Active,1,,,Approved,,https://www.washingtonpost.com/politics/inside-trumps-financial-ties-to-russia-and-his-unusual-flattery-of-vladimir-putin/2016/06/17/dbdcaac8-31a6-11e6-8ff7-7b6c1998b7a0_story.html?utm_term=.58393114f26e,178,,,
Proctor & Gamble,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Stephanie Clifford (Aka Stormy Daniels),Unclear,5,"Pres. Trump allegedly paid a former porn star to keep quiet about their affair in 2006. She is now suing Trump, claiming the non-disclosure agreement is invalid.",,Approved,,"https://nypost.com/2018/03/05/bank-reported-trump-lawyers-payment-to-stormy-daniels-as-suspicious/,https://www.cnn.com/2018/03/08/opinions/stormy-daniels-trump-lawsuit-could-be-trouble-rangappa-opinion/index.html,https://www.washingtonpost.com/politics/in-new-financial-disclosure-trump-reports-apparent-payment-through-his-personal-attorney-to-adult-film-star/2018/05/16/cf6171f2-592c-11e8-b656-a5f8c2a9295d_story.html?noredirect=on&utm_term=.ded1e82e4416,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html,https://www.washingtonpost.com/politics/prosecutors-cancel-meeting-with-stormy-daniels/2018/06/25/ff69bdb2-7887-11e8-8df3-007495a78738_story.html?utm_term=.5773519d5874",,,,
Trump Follies,Active,0,,,Approved,,,"352,351",,,
Trump Sales &Amp; Leasing Chicago,Active,0,,,Approved,,,"514,515",,,
Trump Marks White Plains,Active,0,,,Approved,,,"467,468",,,
Warren At Bay Associates,Resolved,1,,,Approved,,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
THC Services Shenzhen,Active,0,,,Approved,,,"255,254",,,
Battery Park City,Unclear,0,,,Approved,,,772,,,
Eid Venture Ii,Active,0,,,Approved,,,"134,133",,,
KUSHNER VILLAGE 325,Unclear,0,,,Approved,,,,,,
Trump International Hotels Management D/B/A Trump Hotel Collection,Unclear,20,"Trump International Hotels Management, also known as the Trump Hotel Collection, is a management company for the hotels owned by President Trump. The company has hotels across the United States and around the world bearing the Trump name, including in Las Vegas, Washington, D.C. and Vancouver.",to discuss,Approved,,"https://www.prnewswire.com/news-releases/trump-hotel-collection-announces-a-luxury-resort-and-residential-development-in-bali-300130927.html,https://www.washingtonpost.com/world/the_americas/trump-company-pulls-its-name-off-a-brazil-hotel-caught-up-in-an-investigation/2016/12/13/c332dc2c-b078-4885-8a29-5f29b7da442e_story.html?utm_term=.3f329b9e8342,https://www.nytimes.com/2016/12/14/world/americas/donald-trump-hotel-rio-brazil-investigation.html,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,http://money.cnn.com/2017/01/23/news/donald-trump-resigns-business/,https://www.npr.org/2017/05/11/527811206/sale-of-trump-property-raises-ethical-questions-about-potential-buyers-motives,https://www.washingtonpost.com/news/post-politics/wp/2017/08/01/the-asking-price-for-president-trumps-caribbean-estate-has-been-cut-dramatically/?utm_term=.63fee190a91a,https://newrepublic.com/article/147351/political-corruption-art-deal,http://www.foxnews.com/politics/2018/02/21/trump-jr-steals-spotlight-from-canadas-trudeau-as-india-visits-coincide.html,https://www.washingtonpost.com/world/trump-jr-to-give-foreign-policy-speech-while-on-unofficial-business-trip-to-india/2018/02/19/37d00c37-d9e8-40c4-934b-0a26b8160dcd_story.html?utm_term=.8a66e23946b3,https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765,https://sunlightfoundation.com/2018/02/02/this-week-in-conflicts-of-interest-a-resignation-disclosure-required-and-a-chance-to-meet-donald-trump-jr/,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,http://www.newsweek.com/ocasio-cortez-impeach-trump-997615?amp=1,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://www.nbcbayarea.com/news/local/San-Francisco-Ethics-Official-Files-Suit-Against-Secret-Service-Over-Trump-Jrs-India-Trip-Records-490844011.html?amp=y",371,,,
KF-WIP Co. Investors,Active,0,,,Approved,,,1213,,,
Trump Palace/Parc,Active,0,,,Approved,,,491,,,
THC Baku Services,Active,0,,,Approved,,,"228,227",,,
809 North Canon,Active,0,,Conflict status is active on Donald '17 and resolved on Ivanka '17.,Approved,,,"12,13",,,
approved,Unclear,0,,,Approved,,,,,,
C Development Ventures,Active,0,,"Active on Donald. Resolved on Ivanka.
",Approved,,,"25,24",,,
Trump National Golf Club Member,Active,0,,,Approved,,,482,,,
Dt Marks Jupiter,Active,0,,,Approved,,,101,,,
Massachusetts St WTR Polutn Bonds,Unclear,0,,,Approved,,,1287,,,
Briar Hall Operations,Active,0,,,Approved,,,"23,22",,,
Pepsico,Resolved,0,,,Approved,,,"1438,1439",,,
Trump World Golf Club Dubai,Unclear,6,,,Approved,,"https://www.mcclatchydc.com/news/politics-government/white-house/article213164779.html,https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,https://www.mcclatchydc.com/news/politics-government/white-house/article215089160.html,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html",,,,
Deer Tree Building Associates,Active,0,,,Approved,,,865,,,
The Way To The Top,Active,0,,,Approved,,,270,,,
Highlander Hall,Unclear,0,,missing status,Approved,,,150,,,
"Any relation to KF-BLS Member, LLC?",Unclear,0,,,Approved,,,,,,
Trump International Hotel Hawaii,Active,2,,"7/25/2017 added management and license agreement details per 2017 financial disclosure, Part 2, ref. #071.",Approved,,"https://www.cnn.com/2018/06/28/politics/trump-irs-nominee-charles-rettig/index.html,http://www.newsweek.com/donald-trump-irs-nominee-hotel-999627?amp=1",370,,,
Aviation Payroll Company,Active,0,,,Approved,,,19,,,
Hary Tanoesoedibjo,Unclear,6,"Billionaire Hary Tanoesoedibjo, Trump's local partner in two Indonesian resort projects, is reportedly considering a run for national office in 2019.",,Approved,,"https://www.prnewswire.com/news-releases/trump-hotel-collection-announces-a-luxury-resort-and-residential-development-in-bali-300130927.html,http://mobile.nytimes.com/2016/12/31/world/asia/indonesia-donald-trump-resort.html,https://mobile.reuters.com/article/amp/idUSKCN1J12RP,https://www.nytimes.com/2018/05/28/business/ivanka-trump-china-trademarks.html,http://thehill.com/homenews/house/389571-more-than-60-dem-lawmakers-demand-ethics-investigation-into-trumps,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit",,,,
SQK Associates,Unclear,0,,,Approved,,,,,,
Trump Marketing,Active,0,,,Approved,,,387,,,
THC Dubai II Hotel Manager,Unclear,4,,to discuss,Approved,,"https://www.damacproperties.com/en/media-centre/press-releases/damac-awards-infrastructure-works-contract-at-akoya-oxygen-to-cscec-as-construction-spend,http://www.mcclatchydc.com/news/politics-government/white-house/article172443417.html,http://www.constructionweekonline.com/article-49557-cscec-lands-19m-damac-contract-for-dubais-akoya-oxygen/,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html","239,238",,,
New York NY Ser B,Unclear,0,,,Approved,,,1341,,,
Trump Toronto Member (Formerly Trump Toronto Management),Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,522,,,
CK Bergen Associates,Active,0,,,Approved,,,"835,661,664,667,672,673,711,722,750,836,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Kinder Morgan,Unclear,1,"The connections to the energy industry doesn't stop there. The climate-change skeptic owns shares in Phillips 66 PSX -1.26% - a joint venture partner in the controversial Dakota Access pipeline, where demonstrations are ongoing, and in Kinder Morgan, another pipeline giant facing resistance for its plans to connect the Canadian oil sands to Vancouver, British Columbia.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Dttm Operations,Active,0,,,Approved,,,"127,126",,,
Bank of Nova Scotia,Unclear,1,"The populist billionaire has other Canadian holdings, including $500,000 to $1 million investments in the Bank of Nova Scotia and the Toronto Dominion Bank, and $1 million to $5 million worth of shares in the Royal Bank of Canada. Such investments add to the array of connections Trump already has with foreign entities - including nine figure debts owed to German lender Deutsche Bank and China’s state-controlled Bank of China.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Eid Venture I,Active,0,,,Approved,,,"132,131",,,
Trump Marks Magazine,Resolved,0,,,Approved,,,"421,422",,,
Trump Panama Condominium,Active,4,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,http://www.businessinsider.com/trump-organization-panama-hotel-conflict-2018-3,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage","493,492",,,
Puck Residential Associates,Active,0,,,Approved,,,"1483,1484,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,
Trump National Golf Club - Colts Neck,Active,0,,,Approved,,,"475,474",,,
Trump 101: The Way To Success,Active,0,,,Approved,,,295,,,
Landings Apartments,Active,0,,,Approved,,,"1242,1243,1244,1247,1250,1251,1252,Unnamed record,Unnamed record,Unnamed record",,,
Djt Operations Cx,Active,0,,,Approved,,,47,,,
Time To Get Tough,Active,0,,,Approved,,,280,,,
"Durham County, NC",Resolved,0,,,Approved,,,937,,,
Helicopter Air Services,Active,0,,,Approved,,,149,,,
"New York, NY",Resolved,0,,,Approved,,,"1336,1295,1297,1337,1342,1344,1346,1512",,,
Reg-Tru Equities,Active,0,,,Approved,,,205,,,
Trump Marks Palm Beach,Active,0,,,Approved,,,"433,434",,,
"Virginia Beach, VA",Resolved,0,,,Approved,,,"Unnamed record,Unnamed record",,,
KC Dumbo Office,Active,0,,,Approved,,,,,,
Westminster Linden,Active,0,,,Approved,,,Unnamed record,,,
JK Thrive IV,Resolved,0,,,Approved,,,"1117,1118",,,
Novartis,Unclear,2,,,Approved,,"https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html",,,,
Morgan Stanley,Resolved,1,"According to Trump’s May 2016 Federal Election Commission filing, which provides a range of values for each of his stock holdings, he owns anywhere from $500,000 to $1 million worth of shares each in Citigroup, JP Morgan Chase , Wells Fargo, Morgan Stanley and Goldman Sachs -- in other words, five of the famous “big six” banks.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,"1319,1320",,,
Trump Miami Resort,Active,4,,,Approved,,"https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html?utm_term=.a6cf0ab24f58,http://money.cnn.com/2017/01/23/news/donald-trump-resigns-business/,https://www.palmbeachpost.com/news/national-govt--politics/mar-lago-events-raise-money-for-politicos-revenues-for-trump/F0EK7JzzOeDTT6nTSe8qyO/amp.html,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html","469,470",,,
Scion,Unclear,1,,,Approved,,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,,,,
Cap Cana,Unclear,2,Project being developed by the Trump Organization and the Cap Cana Group in the Dominican Republic.,,Approved,,"https://www.fastcompany.com/40526424/trump-organization-revives-project-in-dominican-republic-roiling-local-politics,http://www.newsweek.com/if-trump-organization-launches-dominican-republic-projects-it-could-be-grounds-801765",,,,
Trump Project Management,Resolved,0,,,Approved,,,506,,,
JK2 Westminster,Resolved,0,,,Approved,,,1121,,,
Johnson & Johnson,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,
Trump Marks Atlanta,Active,0,,,Approved,,,"393,394",,,
Annie Veltri,Active,0,,,Approved,,,18,,,
Paramount Rpv Holdings,Resolved,0,,listed in disclosure as dissolved as of 10/14/2016,Approved,,,"194,195",,,
Wollman Rink Operations,Active,0,,"7/25/2017 added operating agreement detail per 2017 financial disclosure, Part 2, ref. 119.",Approved,,,562,,,
Claremount IV Associates,Resolved,0,,,Approved,,,"841,842",,,
Trump International Golf Club Scotland,Unclear,6,"Trump International Golf Links, Scotland is a golf course in Balmedie, Aberdeenshire, Scotland, owned by Donald Trump. It opened in 2012. The Trump Organization is currently working on expanding the property.",status missing,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.nytimes.com/2016/11/21/business/with-a-meeting-trump-renewed-a-british-wind-farm-fight.html?_r=0,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html",365,,,
Trump Marks Puerto Rico I,Active,0,,,Approved,,,"443,444",,,
Trump Canouan Estate,Active,0,,,Approved,,,"311,312",,,
Trump Tower Commercial,Active,6,,,Approved,,"https://www.bloomberg.com/graphics/2016-trump-40-wall-street/,https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f",523,,,
AT&T,Unclear,2,,,Approved,,"https://www.citizen.org/sites/default/files/may_2018_cohen_complaint_final.pdf,https://www.cnn.com/2018/05/09/politics/michael-cohen-trump-lobbying/index.html",,,,
Marc Kasowitz,Unclear,1,"Marc Kasowitz, a Trump personal lawyer who has another client with business interests in Vietnam.",,Approved,,https://www.propublica.org/article/trump-inc-podcast-vietnam-casino,,,,
THC Baku Hotel Manager Services,Active,0,,,Approved,,,"226,225",,,
KUSHNER VILLAGE 4 SPE,Unclear,0,,,Approved,,,,,,
Trump Marks Istanbul Ii,Active,1,,,Approved,,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,"416,415",,,
Trump National Golf Club - Westchester,Active,0,,,Approved,,,481,,,
Djt Aerospace,Resolved,0,,,Approved,,,43,,,
Trump Chicago Hotel Manager,Active,0,,,Approved,,,"321,320",,,
Brynwood Gardens,Active,0,,,Approved,,,800,,,
First Eagle Investment Management,Active,0,,,Approved,,,999,,,
Citi Group,Active,0,,,Approved,,,833,,,
KB ASTORIA,Unclear,0,,,Approved,,,,,,
C-III Recovery Fund I,Resolved,0,,"*This may be another example of an entity getting a friendly name assigned and later on finding it's parent in another entity structure in the disclosure and the parent ends up being the friendly name. Either way, in this example, both entities are listed as Resolved in the Ethics Doc Lines for Jared.",Approved,,,804,,,
Wake Cnty Nc Bonds,Resolved,0,,,Approved,,,Unnamed record,,,
Development Corporation for Israel,Resolved,0,,,Approved,,,"872,873",,,
Trump Marks Menswear,Active,0,,,Approved,,,"426,425",,,
The New York Observer,Unclear,1,,,Approved,,https://www.nytimes.com/2018/07/26/business/ken-kurson-jared-kushner.html,,,,
Trump Acquisition,Active,0,,,Approved,,,"304,303",,,
Hennessy Funds,Resolved,0,,,Approved,,,1040,,,
