ID,pubstatus,Internal Notes,Business Interest Details,Conflict,Conflicting Entity,Family Member,Owner 1,Pct 1,Owner 2,Pct 2,Owner 3,Pct 3,Owner 4,Pct 4,Total,EntityStatus,Ethics Doc 1,Ethics Doc 2,Ethics Doc 3,2015,2016,2017,Public Notes,Conflict Status (archive),2018
997,approved,,"Ivanka Trump received None (or less than $201), $1,001 - $2,500 and $5,001 - $15,000 in (income type not disclosed) income via three separate transactions from FIRST EAGLE GLOBAL FUNDS CLASS I (SGIIX) the year before her appointment as her father&#39;s presidential adviser.",First Eagle Investment Management,First Eagle Global Funds Class I (SGIIX),Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,checked,,Active,
139,approved,,"Former president of First Member, Inc., of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",First Member,"""First Member, Inc.""",Donald Trump,The Donald J. Trump Revocable Trust,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
1003,approved,,"Jared Kushner received $2,501 - $5,000 in Rent or Royalties income from FIVE ACRE JV (Industrial Real Estate in Union, NJ) the year before his appointment as Pres. Trump&#39;s senior adviser.",Five Acre JV,"""Five Acre JV (Industrial Real Estate In Union, NJ)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
1002,approved,,"Ivanka Trump received $2,501 - $5,000 in Rent or Royalties income from FIVE ACRE JV (Industrial Real Estate in Union, NJ) the year before her appointment as her father&#39;s presidential adviser.",First Member,"""Five Acre JV (Industrial Real Estate In Union, NJ)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
1005,approved,,"Jared Kushner served as Non-member Manager of Flatbush 340 Lender, LLC from Dec 1, 2015, to Jan 1, 2017. Jared Kushner received $100,001 - $1,000,000 and $15,001 - $50,000 in Interest income via two separate transactions from Flatbush 340 Lender LLC (Loan Receivable from 9 Dekalb Owner LLC; Brooklyn, NY) the year before his appointment as Pres. Trump's senior adviser. Because there is no indication his interest in this entity has been divested or placed into a blind trust, it is marked in this database as an active potential conflict of interest.",Five Acre JV,"""Flatbush 340 Lender LLC (Loan Receivable from 9 Dekalb Owner LLC; Brooklyn, NY)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
1006,approved,,"Ivanka Trump received $100,001 - $1,000,000 and $15,001 - $50,000 in Interest income via two separate transactions from FLATBUSH 340 LENDER, LLC (Loan Receivable from 9 Dekalb Owner LLC; Brooklyn, NY) the year before her appointment as her father&#39;s presidential adviser.",Flatbush 340 Lender,"""Flatbush 340 Lender, LLC (Loan Receivable from 9 Dekalb Owner LLC; Brooklyn, NY)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
140,approved,,"Former president/treasurer/director of Flights Inc. (F/K/A Trump Flights Inc.), of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, is not inactive nor dormant, and not part of an entity structure or license deal.",Flights (Formerly Trump Flights),Flights Inc. (F/K/A Trump Flights Inc.),Donald Trump,DJT Holdings Managing Member LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
1008,approved,,"Jared Kushner served as Vice President &amp; Authorized Signatory of Florham Park Developers Corp. (Commercial Real Estate in Florham Park, NJ) from Jun 1, 2009, to Jan 1, 2017.",Florham Park Developers,"""Florham Park Developers Corp. (Commercial Real Estate In Florham Park, NJ)""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
1010,approved,,"Jared Kushner received $100,001 - $1,000,000 in Rent or Royalties income from FLORHAM PARK REALTY ASSOCIATES, LLC (Commercial Real Estate in Florham Park, NJ) the year before his appointment as Pres. Trump&#39;s senior adviser.",Florham Park Realty Associates,"""Florham Park Realty Associates, LLC (Commercial Real Estate In Florham Park, NJ)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
1009,approved,,"Ivanka Trump received $100,001 - $1,000,000 in Rent or Royalties income from FLORHAM PARK REALTY ASSOCIATES, LLC (Commercial Real Estate in Florham Park, NJ) the year before her appointment as her father&#39;s presidential adviser.",Florham Park Realty Associates,"""Florham Park Realty Associates, LLC (Commercial Real Estate In Florham Park, NJ)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
141,approved,,"Former member of Florida Properties Management LLC, of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and provides back office support functions to other entities.",Florida Properties Management,Florida Properties Management LLC,Donald Trump,DJT Holdings LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
142,approved,,"Former member of the now-dormant or inactive Fontainbleu Apartments LLC, of which Pres. Trump retains an ownership interest.",Fontainbleu Apartments,Fontainbleu Apartments LLC,Donald Trump,DJT Holdings LLC,25.0,Trump Family Members,75.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
,approved,Missing from Working Database 06/22/2018 -SWANSON,,K Maryland Associates,"""FONTANA MANAGER, INC. (Residential Real Estate in Baltimore County, MD)""",Jared Kushner,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,,,,0,Active,,,,,,,,,
,approved,*Missing. Added on: 7/19/2018 ~Swanson,,K Maryland Associates,"""FONTANA MANAGER, INC. (Residential Real Estate in Baltimore County, MD)""",Ivanka Trump,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
,approved,Missing from Working Database 06/22/2018 -SWANSON,,K Maryland Associates,"""FONTANA, LLC (Residential Real Estate in Baltimore County, MD)""",Jared Kushner,"""FONTANA MANAGER, INC. (Residential Real Estate in Baltimore County, MD)""",,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,,0,Active,,,,,,,,,
,approved,*Missing. Added on: 7/19/2018 ~Swanson,,K Maryland Associates,"""FONTANA, LLC (Residential Real Estate in Baltimore County, MD)""",Ivanka Trump,"""FONTANA MANAGER, INC. (Residential Real Estate in Baltimore County, MD)""",,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
1011,approved,,"Ivanka Trump received $5,001 - $15,000 in Interest income from FORD MTR CR CO NT, bonds the year before her appointment as her father&#39;s presidential adviser.",Ford Motor Company,"""Ford Mtr Cr Co NT, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved,
1012,approved,,"Jared Kushner received $5,001 - $15,000 in Interest income from FORD MTR CR CO NT, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.",Ford Motor Company,"""Ford Mtr Cr Co NT, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,"This asset has been divested. After having been inadvertently omitted, this asset was added during the ordinary review process with OGE.",Resolved,
629,approved,,"Former trustee of Fred C. Trump, GRAT Trust- F/B/O Elizabeth Trump Grau. The trust&#39;s current activity status and control structures are not reported.",Fred C. Trump Trust,"""Fred C. Trump, Grat Trust- F/B/O Elizabeth Trump Grau""",Donald Trump,,,,,,,,0.0,0,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
1013,approved,Notable that the person whose special job it is to broker peace in the Middle East is a former border member of this org.,"Jared Kushner served as Board Member of Friends of IDF (Non-Profit) from Mar 1, 2014, to Jan 1, 2017.",Friends of IDF (Israel Defense Forces),Friends of IDF (Non-Profit),Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
143,approved,,Galbreath Columbus Circle Development Associates LP owns 50 percent of One Central Park West Associates.,Galbreath Columbus Circle Development Associates,Galbreath Columbus Circle Development Associates LP,Donald Trump,,,,,,,,0.0,0,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
1014,approved,,"Ivanka Trump received $15,001 - $50,000 in Interest income from GALLANT FUNDING, LP (Lending to real estate developers for real estate projects in New York and New Jersey) the year before her appointment as her father&#39;s presidential adviser.",Gallant Funding,"""Gallant Funding, LP (Lending To Real Estate Developers for Real Estate Projects In New York And New Jersey)""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved,
1015,approved,,"Jared Kushner received $15,001 - $50,000 in Interest income from GALLANT FUNDING, LP (Lending to real estate developers for real estate projects in New York and New Jersey) the year before his appointment as Pres. Trump&#39;s senior adviser. This asset has been divested.",Gallant Funding,"""Gallant Funding, LP (Lending To Real Estate Developers for Real Estate Projects In New York And New Jersey)""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved,
1016,approved,,"Ivanka Trump served as Trustee of GCM Trust from Apr 1, 2014, until Dec 1, 2016. Ivanka Trump lists GCM Trust (Trustee; New York, NY) as an employment-related asset valued at (no value reported). In the year before taking her unpaid position as assistant to her father in his presidency, she earned $50,000 in Trustee Fees income. Because there is no indication her interest in this entity has been divested or placed into a blind trust, it is marked in this database as an active potential conflict of interest.",GCM Trust,GCM Trust,Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active,
1019,approved,,"Ivanka Trump received $1,000,001 - $5,000,000 and $100,001 - $1,000,000 in Rent or Royalties income via two distributions from GELLERT 80 WEST END, LLC (Residential and Commercial Real Estate in Long Branch, NJ and Astoria, NY) the year before her appointment as her father&#39;s presidential adviser.",Gellert 80 West End,"""Gellert 80 West End, LLC (Residential And Commercial Real Estate In Long Branch, NJ And Astoria, NY)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
1021,approved,,"Jared Kushner received $1,000,001 - $5,000,000 and $100,001 - $1,000,000 in Rent or Royalties income via two distributions from GELLERT 80 WEST END, LLC (Residential and Commercial Real Estate in Long Branch, NJ and Astoria, NY) the year before his appointment as Pres. Trump’s senior adviser. Jared Kushner served as Managing Member of Gellert 80 West End, LLC from Jul 1, 2013, to Jan 1, 2017. Although he has resigned his position(s) with this entity, it is also disclosed an asset; therefore, this database marks the potential conflict of interest as active.",Gellert 80 West End,"""Gellert 80 West End, LLC (Residential And Commercial Real Estate In Long Branch, NJ And Astoria, NY)""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
,approved,"Missing from Working Database 06/17/2018 -SWANSON

",,Kushner Philadelphia,"""George Street Partners, LP (Residential Real Estate in Philadelphia, PA)""",Jared Kushner,"""Northern Liberties JV, LLC (Residential Real Estate in Philadelphia, PA)""",,"""Northern Liberties GP, LLC (Residential Real Estate in Philadelphia, PA)""",,,,,,0,Active,,,,,,,,,
,approved,*Missing. Added on: 7/16/2018 ~Swanson,,Kushner Philadelphia,"""George Street Partners, LP (Residential Real Estate in Philadelphia, PA)""",Ivanka Trump,"""Northern Liberties JV, LLC (Residential Real Estate in Philadelphia, PA)""",,"""Northern Liberties GP, LLC (Residential Real Estate in Philadelphia, PA)""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,,Active,
1022,approved,,"Jared Kushner served as Special Member of Georgetown Village I Owner LLC from Jun 1, 2011, to Jan 1, 2017.",Kushner Midwest Partners 1,Georgetown Village I Owner LLC,Jared Kushner,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
,approved,*Missing. Added on: 7/20/2018 ~Swanson,,Kushner Midwest Partners 1,Georgetown Village I Owner LLC,Ivanka Trump,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
1023,approved,,"Jared Kushner served as Special Member of Georgetown Village II Owner LLC from Jun 1, 2011, to Jan 1, 2017.",Kushner Midwest Partners 1,Georgetown Village II Owner LLC,Jared Kushner,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
,approved,*Missing. Added on: 7/20/2018 ~Swanson,,Kushner Midwest Partners 1,Georgetown Village II Owner LLC,Ivanka Trump,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
1024,approved,,"Jared Kushner served as Special Member of Georgetown Village III Owner LLC from Jun 1, 2011, to Jan 1, 2017.",Kushner Midwest Partners 1,Georgetown Village III Owner LLC,Jared Kushner,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
,approved,*Missing. Added on: 7/20/2018 ~Swanson,,Kushner Midwest Partners 1,Georgetown Village III Owner LLC,Ivanka Trump,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
1025,approved,,"Jared Kushner served as Special Member of Georgetown Village IV Owner LLC from Jun 1, 2011, to Jan 1, 2017.",Kushner Midwest Partners 1,Georgetown Village IV Owner LLC,Jared Kushner,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
,approved,*Missing. Added on: 7/20/2018 ~Swanson,,Kushner Midwest Partners 1,Georgetown Village IV Owner LLC,Ivanka Trump,"""HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
1026,approved,,"Ivanka Trump received $5,001 - $15,000 in Interest income from GEORGIA ST, bonds the year before her appointment as her father&#39;s presidential adviser.",State of Georgia,"""Georgia St, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested. ,Resolved,
1027,approved,,"Jared Kushner received $5,001 - $15,000 in Interest income from GEORGIA ST, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.",State of Georgia,"""Georgia St, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,"This asset has been divested. After having been inadvertently omitted, this asset was added during the ordinary review process with OGE.",Resolved,
145,approved,,GEPT Delmonico LLC owns 0.1 percent of Trump Park Avenue LLC.,GEPT Delmonico,GEPT Delmonico LLC,Donald Trump,,,,,,,,0.0,0,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
1028,approved,,"Jared Kushner served as Board Member of Global Gateway Alliance (Advocacy Organization) from Jan 1, 2013, to Jan 1, 2017. The 501(c)(4) organization that advocates for infrastructure improvements in New York City.",Global Gateway Alliance,Global Gateway Alliance (Advocacy Organization),Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Resolved,
1029,approved,,"Ivanka Trump received $5,001 - $15,000 in Interest income from GOLDMAN SACHS GROUP INC SR GLOBAL NT, bonds the year before her appointment as her father&#39;s presidential adviser.",Goldman Sachs,"""Goldman Sachs Group Inc Sr Global NT, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved,
1030,approved,,"Jared Kushner received $5,001 - $15,000 in Interest income from GOLDMAN SACHS GROUP INC SR GLOBAL NT, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.",Goldman Sachs,"""Goldman Sachs Group Inc Sr Global NT, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,"This asset has been divested. After having been inadvertently omitted, this asset was added during the ordinary review process with OGE.",Resolved,
146,approved,,"Former member/president of Golf Productions LLC, of which Pres. Trump retains an ownership interest. In 2017, Pres. Trump earned $270,000 in golf related revenue income from Golf Productions LLC, valued at None (or less than $1,001). Value reported reflects bank account holding only. Entity promotes golf business, New York, NY; See attached schedule. Value not readily ascertainable.",Golf Productions,Golf Productions LLC (Golf Video Production Company),Donald Trump,DJT Holdings LLC,99.0,Golf Productions Member Corp.,1.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,checked
1031,approved,,"Ivanka Trump served as Vice President of GOLF PRODUCTIONS LLC (golf video production company) from Jun 1, 2009, until Jan 1, 2017.",Golf Productions,Golf Productions LLC (Golf Video Production Company),Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Resolved,
1032,approved,,"Ivanka Trump served as Vice President of GOLF PRODUCTIONS MEMBER CORP (pass- thru company for GOLF PRODUCTIONS LLC (golf video production company)) from Jun 1, 2009, until Jan 1, 2017.",Golf Productions,Golf Productions Member Corp (Pass- Thru Company for Golf Productions LLC (Golf Video Production Company)),Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Resolved,
147,approved,,"Former president/director/chairman of Golf Productions Member Corp., of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",Golf Productions,Golf Productions Member Corp.,Donald Trump,DJT Holdings Managing Member LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
528,approved,,"Former director of Golf Recreation Scotland Limited, of which Pres. Trump retains an ownership interest. The company reportedly has no independent value or income, and is part of other entity structures.",Trump Turnberry,Golf Recreation Scotland Limited,Donald Trump,Turnberry Scotland LLC,100.0,,0.0,,0.0,,0.0,100,Active,https://assets.documentcloud.org/documents/2838696/Trump-2016-Financial-Disclosure.pdf,,,,checked,,,Active,
1033,approved,,"Jared Kushner served as Managing Member of Gowan Associates, LLC from Aug 1, 2014, to Jan 1, 2017. Jared Kushner received $2,501 - $5,000 in Rent or Royalties income from GOWAN ASSOCIATES, LLC (Undeveloped Real Estate in Brooklyn, NY) the year before his appointment as Pres. Trump&#39;s senior adviser. Because there is no indication his interest in this entity has been divested or placed into a blind trust, it is marked in this database as an active potential conflict of interest.",Gowan Associates,"""Gowan Associates, LLC""",Jared Kushner,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,,,,,checked,,Active,
1034,approved,,"Ivanka Trump received $2,501 - $5,000 in Rent or Royalties income from GOWAN ASSOCIATES, LLC (Undeveloped Real Estate in Brooklyn, NY) the year before her appointment as her father&#39;s presidential adviser.",Gowan Associates,"""Gowan Associates, LLC (Undeveloped Real Estate In Brooklyn, NY)""",Ivanka Trump,,,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,,checked,,Active,
1035,approved,,"Ivanka Trump received $1,001 - $2,500 in Interest income from GREENBURGH NY, bonds the year before her appointment as her father&#39;s presidential adviser.","""Greenburgh, NY""","""Greenburgh NY, Bonds""",Ivanka Trump,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,This asset has been divested.,Resolved,
1036,approved,,"Jared Kushner received $1,001 - $2,500 in Interest income from GREENBURGH NY, bonds the year before his appointment as Pres. Trump&#39;s senior adviser.","""Greenburgh, NY""","""Greenburgh NY, Bonds""",Jared Kushner,,,,,,,,0.0,0,Resolved,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,,checked,"This asset has been divested. After having been inadvertently omitted, this asset was added during the ordinary review process with OGE.",Resolved,
,approved,Missing from Working Database 06/22/2018 -SWANSON,,K Maryland Associates,"""HAMILTON MANOR APARTMENTS, LLC (Residential Real Estate in Prince George's County, MD)""",Jared Kushner,"""HAMILTON MANOR MANAGER, INC. (Residential Real Estate in Prince George's County, MD)""",,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,,0,Active,,,,,,,,,
,approved,*Missing. Added on: 7/19/2018 ~Swanson,,K Maryland Associates,"""HAMILTON MANOR APARTMENTS, LLC (Residential Real Estate in Prince George's County, MD)""",Ivanka Trump,"""HAMILTON MANOR MANAGER, INC. (Residential Real Estate in Prince George's County, MD)""",,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
,approved,Missing from Working Database 06/22/2018 -SWANSON,,K Maryland Associates,"""HAMILTON MANOR MANAGER, INC. (Residential Real Estate in Prince George's County, MD)""",Jared Kushner,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,,,,0,Active,,,,,,,,,
,approved,*Missing. Added on: 7/19/2018 ~Swanson,,K Maryland Associates,"""HAMILTON MANOR MANAGER, INC. (Residential Real Estate in Prince George's County, MD)""",Ivanka Trump,"""SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD)""",,,,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
,approved,Missing from Working Database 06/22/2018 -SWANSON,,K Maryland Associates,"""HARBOR POINT ESTATES I, II, IV, LLC (Residential Real Estate in Baltimore County, MD)""",Jared Kushner,"""HARBOR POINT I, II, IV MANAGER, INC. (Residential Real Estate in Baltimore County, MD)""",,"""SRH/LA BALTIMORE MEZZANINE, LLC (Residential Real Estate in Baltimore County, MD)""",,,,,,0,Active,,,,,,,,,
,approved,*Missing. Added on: 7/19/2018 ~Swanson,,K Maryland Associates,"""HARBOR POINT ESTATES I, II, IV, LLC (Residential Real Estate in Baltimore County, MD)""",Ivanka Trump,"""HARBOR POINT I, II, IV MANAGER, INC. (Residential Real Estate in Baltimore County, MD)""",,"""SRH/LA BALTIMORE MEZZANINE, LLC (Residential Real Estate in Baltimore County, MD)""",,,,,0.0,0,Active,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053459-OGE-Kushner-20170720.html,https://www.documentcloud.org/documents/4053458-OGE-Ivanka-20170720.html,,,checked,,Active,
