Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior,Trump,Ivanka,Jared,Conflicting Entities,Internal Review,Draft Description
Trump Pageants,Active,0,,,Approved,,,490,,,,,,,,,
Trump Palace Condominium,Unclear,0,,,Approved,,,617,,,,,,,,,
Trump Palace/Parc,Active,0,,,Approved,,,"491,139",,,,,,,,,
Trump Parc East Condominium,Unclear,0,,status missing,Approved,,,496,,,,,,,,,
Trump Park Avenue,Active,1,,,Approved,connected to record w/ no ID,https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,"498,497,Unnamed record,145,599,Unnamed record",,,,checked,,,,,
Trump Payroll,Active,0,,,Approved,connected to record w/ no ID,,"499,Unnamed record",,,,,,,,,
Trump Payroll Chicago,Active,0,,,Approved,,,,,,,,,,,,
Trump Phoenix Development,Active,0,,,Approved,,,501,,,,,,,,,
Trump Plaza,Active,2,,,Approved,,"https://www.washingtonpost.com/f2120b3a-ced4-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.17d7f35a1df8,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html","502,503",,,,checked,,,,,
Trump Productions (Formerly Rancho Lien),Active,0,,,Approved,,,"504,505",,,,,,,,,
Trump Project Management,Resolved,0,,,Approved,,,506,,,,,,,,,
Trump Properties,Unclear,0,,status missing,Approved,,,507,,,,,,,,,
Trump Realty Services (Formerly Trump Mortgage Services Or Tower Mortgage Services),Active,0,,,Approved,,,508,,,,,,,,,
Trump Restaurants,Active,0,,,Approved,,,509,,,,,,,,,
Trump Riverside Management,Active,0,,,Approved,,,,,,,,,,,,
Trump Ruffin,Active,0,,,Approved,,,,,,,,,,,,
Trump Sales & Leasing Chicago,Active,0,,,Approved,,,"514,515",,,,,,,,,
Trump Scotland (Aberdeen and Turnberry),Active,15,,,Approved,,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,https://www.washingtonpost.com/politics/trumps-presidency-overseas-business-deals-and-relations-with-foreign-governments-could-all-become-intertwined/2016/11/25/d2bc83f8-b0e2-11e6-8616-52b15787add0_story.html?utm_term=.6474a90a3947,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1,https://www.washingtonpost.com/politics/the-three-biggest-surprises-in-the-trump-organizations-financial-filings/2018/05/21/db2f0420-5c94-11e8-9ee3-49d6d4814c4c_story.html?utm_term=.64de8850a39d,https://www.mcclatchydc.com/news/politics-government/white-house/article214265614.html,https://www.washingtonpost.com/business/trump-posts-losses-at-another-scottish-golf-resort/2018/10/08/ae80d67c-cb27-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.a71fc271889a,https://www.latimes.com/business/la-fi-trump-scotland-golf-20181008-story.html?cid=dlvr.it,https://www.buzzfeednews.com/amphtml/tasneemnashrulla/trump-tweet-golf-course-turnberry-scotland,https://abcnews.go.com/amp/Business/wireStory/trumps-scottish-resort-expand-raising-ethics-concerns-56822706,https://www.nytimes.com/2016/11/21/business/with-a-meeting-trump-renewed-a-british-wind-farm-fight.html?_r=0,https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.58faa63e4d51,https://www.newsweek.com/donald-trump-emoluments-clause-golf-1317200,https://www.washingtonpost.com/politics/2019/03/02/trump-tweet-touting-one-his-scotland-golf-courses-greatest-world-draws-criticism/?utm_term=.62c6069d6ecc,https://www.buzzfeednews.com/amphtml/tasneemnashrulla/trump-tweet-golf-course-turnberry-scotland,https://www.washingtonpost.com/politics/report-trumps-stay-at-his-scotland-resort-cost-68800/2018/07/17/4fce3e28-89ee-11e8-8aea-86e88ae760d8_story.html?utm_term=.6deb586c75f4","365,368,516,528,1549,529,531,530,185,1386,210,69",,,,checked,,,,,
Trump Scotsborough Square,Active,0,,,Approved,,,"518,517",,,,,,,,,
Trump Soho,Active,1,,,Approved,,https://www.mcclatchydc.com/news/nation-world/article213846794.html,"519,598",,,,checked,,,,,
Trump Toronto Development,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,520,,,,checked,,,,,
Trump Toronto Hotel,Active,1,,"7/25/2017 added management deal details per 2017 financial disclosure, Part 2, ref. #142.",Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,521,,,,checked,,,,,
Trump Toronto Member (Formerly Trump Toronto Management),Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,,,,,checked,,,,,
Trump Tower Commercial,Active,18,,,Approved,,"https://www.bloomberg.com/graphics/2016-trump-40-wall-street/,https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://www.washingtonpost.com/f2120b3a-ced4-11e8-ad0a-0e01efba3cc1_story.html?utm_term=.17d7f35a1df8,https://www.apnews.com/815763f276fb454494639aad82be2112,https://www.washingtonpost.com/politics/2018/10/16/whether-trump-has-financial-interests-saudi-arabia-he-has-plenty-with-country/?utm_term=.a571a3f0706e,https://www.cnn.com/2018/10/16/politics/donald-trump-saudi-financial-interests/index.html,https://www.cnn.com/2018/11/10/politics/trump-properties-campaign-spending-2018-midterms/index.html,https://www.forbes.com/sites/chasewithorn/2018/10/24/what-you-dont-know-about-trump-the-huge-holes-in-disclosure-rules-and-how-they-could-be-fixed/amp/,https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/,https://amp.usatoday.com/amp/2119341002,https://www.bloomberg.com/news/articles/2019-01-09/china-s-biggest-bank-said-to-reduce-space-at-nyc-s-trump-tower,https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1,https://www.washingtonpost.com/graphics/2019/politics/trump-statements-of-financial-condition/?noredirect=on&utm_term=.13c08bffe480,https://mobile.reuters.com/article/amp/idUSKCN1S80PP",,,,,checked,,,,,
Trump Tower Condominium,Unclear,16,,status missing,Approved,,"https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://www.cnn.com/2018/10/12/politics/trump-saudi-business-ties/index.html,https://www.apnews.com/815763f276fb454494639aad82be2112,https://www.cnn.com/2018/10/16/politics/donald-trump-saudi-financial-interests/index.html,https://www.cnn.com/2018/10/19/politics/trump-saudi-arabia-khashoggi-democrats/index.html,https://www.washingtonpost.com/politics/2018/10/16/whether-trump-has-financial-interests-saudi-arabia-he-has-plenty-with-country/?utm_term=.a571a3f0706e,https://www.forbes.com/sites/chasewithorn/2018/10/24/what-you-dont-know-about-trump-the-huge-holes-in-disclosure-rules-and-how-they-could-be-fixed/amp/,https://therealdeal.com/2018/09/05/one-of-trump-towers-largest-commercial-tenants-inks-100k-sf-lease-on-sixth-ave/,https://amp.usatoday.com/amp/2119341002,https://amp.cnn.com/cnn/2019/02/28/politics/trump-tower-mueller-manafort/index.html,https://www.washingtonpost.com/graphics/2019/politics/trump-statements-of-financial-condition/?noredirect=on&utm_term=.13c08bffe480,https://amp.cnn.com/cnn/2019/02/28/politics/trump-tower-mueller-manafort/index.html,https://mobile.reuters.com/article/amp/idUSKCN1S80PP,https://www.cnn.com/2019/05/02/politics/trump-foreign-leases/index.html",,,,,checked,,,,,
Trump Tower I,Unclear,3,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million",,,,,checked,,,,,
Trump Tower Managing Member,Active,7,,,Approved,,"https://www.bloomberg.com/graphics/2016-trump-40-wall-street/,https://www.theguardian.com/us-news/2018/may/04/trump-qatar-buys-apartment-new-york-tower,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.forbes.com/trump-tenants/#4fcc6c891d32,https://www.washingtonpost.com/amphtml/politics/as-tariffs-near-trumps-business-empire-includes-china-ties/2018/07/05/9bfd1056-7956-11e8-aeee-4d04c8ac6158_story.html,https://www.washingtonpost.com/politics/at-president-trumps-hotel-in-new-york-revenue-went-up-this-spring--thanks-to-a-visit-from-big-spending-saudis/2018/08/03/58755392-9112-11e8-bcd5-9d911c784c38_story.html?utm_term=.3a97c3f2cf0f,https://www.bloomberg.com/news/articles/2019-01-09/china-s-biggest-bank-said-to-reduce-space-at-nyc-s-trump-tower",,,,,checked,,,,,
Trump Tower Triplex,Active,0,,,Approved,,,,,,,,,,,,
Trump Towers Istanbul,Unclear,3,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,http://www.huffingtonpost.com/entry/donald-trump-turkey-business_us_5836188ae4b01ba68ac41d9f?,https://www.nytimes.com/2016/11/26/us/politics/donald-trump-international-business.html?_r=1",,,,,checked,,,,,
Trump Village Construction,Active,0,,,Approved,,,532,,,,,,,,,
Trump Vineyard Estates (Formerly Eric Trump Land Holdings),Active,1,,,Approved,,https://www.washingtonpost.com/graphics/2019/politics/trump-statements-of-financial-condition/?noredirect=on&utm_term=.13c08bffe480,"533,534,535",,,,checked,,,,,
Trump Virginia Acquisitions (Formerly Virginia Acquisitions),Active,0,,,Approved,,,"536,537",,,,,,,,,
Trump Virginia Lot 5,Active,0,,,Approved,,,"538,539",,,,,,,,,
Trump Wine Marks,Active,0,,,Approved,,,"541,540",,,,,,,,,
Trump World Productions,Active,0,,,Approved,,,"543,542",,,,,,,,,
Trump World Publications,Active,0,,,Approved,,,544,,,,,,,,,
Trump: Surviving At The Top,Active,0,,,Approved,,,545,,,,,,,,,
Trump's Castle Management,Active,0,,,Approved,,,546,,,,,,,,,
Truth About Israel,Unclear,1,Organized a ball at Mar-a-Lago to show support for President Trump.,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.washingtonpost.com/news/post-politics/wp/2018/02/26/israel-focused-charity-praises-trump-and-pays-him-at-mar-a-lago-gala/?utm_term=.59e4b7dbed4c,,,,,checked,,,,requires review,"5/16/2019 HN: Doesn't Kushner have a connection to this group, too? Or is it a different Israeli group? "
TTT Consulting,Active,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
TTTT Venture (formerly THC Venture III),Active,0,,,Approved,,,"Unnamed record,Unnamed record,264",,,,,,,,,
TW Venture I,Active,0,,,Approved,,,"548,547",,,,,,,,,
TW Venture II,Active,0,,,Approved,,,,,,,,,,,,
U.S Department of Justice,Unclear,39,"As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.washingtonpost.com/news/wonk/wp/2016/09/30/trumps-unthinkable-conflict-millions-in-debts-to-german-bank-now-facing-federal-fines/?utm_term=.66663f022cff,https://www.washingtonpost.com/local/public-safety/obscure-no-more-the-emoluments-clause-is-back-again-in-a-federal-court/2018/06/09/cf052832-6a72-11e8-9e38-24e693b38637_story.html?utm_term=.4e5171f2a016,https://www.washingtonpost.com/politics/congressional-democrats-seek-ruling-against-trump-to-enforce-emoluments-clause/2018/06/07/2469538e-6a55-11e8-bea7-c8eb28bc52b1_story.html?utm_term=.d25a12693375,https://www.npr.org/2018/06/07/617310039/trump-organization-deals-in-asia-fuel-debate-on-emoluments-lawsuit,https://www.npr.org/2018/06/15/620230403/legal-defense-funds-for-trump-allies-multiply,https://www.cnn.com/2018/06/11/politics/trump-emoluments-hearing/index.html,https://www.bloomberg.com/news/articles/2018-02-15/kushner-investors-said-to-be-subpoenaed-by-u-s-tax-authorities?utm_content=politics&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&cmpid%3D=socialflow-twitter-politics,https://www.washingtonpost.com/politics/justice-department-seeks-to-halt-lawsuit-involving-president-trumps-business/2018/08/17/0633c454-a23f-11e8-8e87-c869fe70a721_story.html?utm_term=.0486d0daf301,https://www.politico.com/magazine/story/2018/08/17/ivanka-trump-business-partner-justice-department-lawsuit-moshe-lax-219369,https://www.washingtonpost.com/business/on-small-business/trump-answers-emolument-suit-by-saying-he-knows-very-little/2018/09/06/1bba3c64-b19d-11e8-8b53-50116768e499_story.html?utm_term=.d726dffc3d58,https://www.npr.org/2018/09/15/648160089/emoluments-lawsuit-moves-a-step-closer-to-trump,https://www.npr.org/2018/09/28/652820065/judge-says-democratic-lawmakers-can-sue-trump-on-emoluments,https://www.washingtonpost.com/politics/congressional-democrats-lawsuit-alleging-trumps-private-business-is-violating-the-constitution-can-proceed-federal-judge-rules/2018/09/28/0aa3c5dc-bc22-11e8-8792-78719177250f_story.html?utm_term=.2ee98508686c,https://www.cnbc.com/2018/09/28/judge-lets-democrats-in-congress-sue-trump-over-foreign-payments.html,https://www.cnn.com/2018/11/02/politics/donald-trump-emoluments-clause-dc-maryland/index.html,https://www.washingtonpost.com/politics/justice-lawyers-fail-to-halt-trump-financial-records-release/2018/11/03/5a6da8ea-df26-11e8-8bac-bfe01fcdc3a6_story.html?utm_term=.57a5b2a068d3,https://www.usatoday.com/story/news/2018/09/29/federal-judge-democrats-congress-can-sue-trump-emoluments-case/1470694002/,https://www.washingtonpost.com/business/2-attorneys-general-to-subpoena-trump-organization-irs/2018/12/04/d20a5106-f7fd-11e8-8642-c9718a256cbd_story.html?utm_term=.0461cfe66081,https://www.propublica.org/article/trump-inc-podcast-an-emoluments-suit-against-trump-is-moving-ahead-we-spoke-to-a-plaintiff-about-whats-next,https://www.npr.org/2018/12/05/673464251/trump-emoluments-case-a-blast-of-subpoenas-and-a-politically-risky-schedule,https://abcnews.go.com/amp/Politics/maryland-dc-begin-issuing-subpoenas-information-trump-hotel/story?id=59610772,https://www.cnn.com/2018/12/05/politics/trump-emoluments-case-subpoenas/index.html,https://www.cnn.com/2018/12/12/media/american-media-inc-southern-district-new-york/index.html,https://amp.usatoday.com/amp/2262446002,https://amp.businessinsider.com/21-scandals-that-rocked-the-trump-administration-in-2018-2018-11,https://www.cnn.com/2018/12/14/politics/trump-emoluments-evidence/index.html,https://www.washingtonpost.com/business/business-highlights/2018/12/04/c839b0b6-f818-11e8-8642-c9718a256cbd_story.html?utm_term=.275c3412e24b,https://www.npr.org/2018/12/05/673464251/trump-emoluments-case-a-blast-of-subpoenas-and-a-politically-risky-schedule,https://mobile.reuters.com/article/amp/idUSKCN1OJ30R,https://www.cnbc.com/2019/02/19/trump-wanted-prosecutor-in-charge-of-stormy-daniels-hush-money-probe.html,https://amp.cnn.com/cnn/2019/03/04/media/att-time-warner-trump-gary-cohn/index.html,https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html,https://www.washingtonpost.com/graphics/2019/politics/read-the-mueller-report/?noredirect=on&utm_term=.89d65591f96b,https://www.nytimes.com/interactive/2019/04/18/us/politics/mueller-report-document.html?mtrref=www.google.com,https://www.cnn.com/politics/live-news/robert-mueller-report-public/index.html,http://time.com/5567077/mueller-report-release/,https://www.politifact.com/truth-o-meter/article/2019/apr/18/context-comparing-bill-barrs-summary-mueller-repor/,https://www.washingtonpost.com/amphtml/politics/jared-kushner-identified-as-senior-white-house-official-whose-security-clearance-was-denied-by-career-officials/2019/04/03/fefa8dbe-5623-11e9-814f-e2f46684196e_story.html,https://www.nytimes.com/2019/04/01/us/politics/trump-security-clearances.html",,,,,checked,,,,,
U.S. Department of Agriculture,Unclear,2,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992",,,,,checked,,,,,
U.S. Department of Defense,Unclear,5,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://www.propublica.org/article/political-and-taxpayer-spending-at-trump-properties-16-1-million,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://abcnews.go.com/Politics/trump-campaign-sell-space-force-gear-pick-design/story?id=57126814,https://www.washingtonpost.com/amphtml/politics/2019/02/05/trumps-travel-mar-a-lago-alone-likely-cost-taxpayers-more-than-million/",,,,,checked,,,,,
U.S. Department of Veterans Affairs,,1,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va,,,,,checked,,,,,
U.S. Treasury Department,Unclear,7,,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"https://nypost.com/2018/03/05/bank-reported-trump-lawyers-payment-to-stormy-daniels-as-suspicious/,https://amp.thedailybeast.com/trump-org-gifts-treasury-dollar150k-in-foreign-government-emoluments,http://www.mcclatchydc.com/news/politics-government/white-house/article210477439.html,https://www.nbcnews.com/politics/donald-trump/trump-s-d-c-hotel-clubhouse-his-fans-may-also-n898041,https://www.today.com/video/is-dc-s-trump-international-hotel-a-conflict-of-interest-for-the-president-1294601283992,https://www.nbcnewyork.com/news/national-international/Trump-Organization-Says-It-Donated-Profits-From-Foreign-Government-to-Treasury-506336831.html,https://www.cnn.com/2019/04/09/politics/mnuchin-tax-returns-trump/index.html",,,,,checked,,,,,
UBS,Active,0,,,Approved,,,"754,Unnamed record,753",,,,,,,,,
Ultimate Air,Active,0,,,Approved,,,551,,,,,,,,,
Unit 2502 Enterprises,Active,0,,,Approved,,,"552,553",,,,,,,,,
United Way,Unclear,1,"The Trump Foundation gave most of its money to traditional philanthropic causes, including the United Way, a handful of schools, and more than 10 museums.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,,,,,checked,,,,,
Universal City Studios,Resolved,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
University of Texas,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Valley National Bank,Active,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
Vanguard,Active,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Vegas Seven,Unclear,1,Vegas Seven is an online news publication in Las Vegas which Jared Kushner has a stake in.,,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,,,,,,checked,checked,,,
Veggie Grill,Unclear,1,"Veggie Grill, a restaurant in Manhattan Beach, Calif. which Jared Kushner has a stake in.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.washingtonpost.com/politics/jared-kushner-and-ivanka-trump-made-at-least-82-million-in-outside-income-last-year-while-serving-in-the-white-house-filings-show/2018/06/11/a41d0720-6dab-11e8-bd50-b80389a4e569_story.html?utm_term=.9b5baa8980b3,,,,,,checked,checked,,,
Victor Pinchuk,Unclear,1,"Investigators subpoenaed the Trump Organization this year for an array of records about business with foreign nationals. In response, the company handed over documents about a $150,000 donation that the Ukrainian billionaire, Victor Pinchuk, made in September 2015 to the Donald J. Trump Foundation in exchange for a 20-minute appearance by Mr. Trump that month through a video link to a conference in Kiev.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.nytimes.com/2018/04/09/us/politics/trump-mueller-ukraine-victor-pinchuk.html,,,,,checked,,,,,
Village KF 2 KM,Active,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
VILLAGE KF 4-9-10 Associates,Active,0,,,Approved,connected to record w/ no ID,,"658,674,675,706,940,1237,1238,1239,1240,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
"Virginia Beach, VA",Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Visa,Active,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
Vreeland Avenue Associates,Active,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
"Wake County, NC",Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
Wallkill Apartments Associates,Active,0,,Active on Ivanka '17.,Approved,connected to record w/ no ID,,,,,,,,,,,
Walmart,Unclear,1,"Despite campaigning on the pledge of “taking on big businesses,” Trump own shares in big pharma companies including Pfizer, Merck, Celgene and GlaxoSmithKline; retailer Walmart, and consumer goods firms Procter & Gamble and Johnson & Johnson. He also hold stakes in a variety of multinational oil companies like Shell, Chevron and Exxon Mobil.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,,,,,checked,,,,,
Warren At Bay Associates,Active,1,,,Approved,connected to record w/ no ID,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html,"Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,checked,,,
WB Studio Enterprises,Active,0,,,Approved,,,Unnamed record,,,,,,,,,
Wells Fargo,Resolved,1,"According to Trump’s May 2016 Federal Election Commission filing, which provides a range of values for each of his stock holdings, he owns anywhere from $500,000 to $1 million worth of shares each in Citigroup, JP Morgan Chase , Wells Fargo, Morgan Stanley and Goldman Sachs -- in other words, five of the famous “big six” banks.",,Approved,connected to record w/ no ID,https://www.forbes.com/sites/jenniferwang/2016/11/29/trumps-stock-portfolio-big-oil-big-banks-and-more-foreign-connections/#30d204ea464e,"Unnamed record,Unnamed record",,,,checked,,,,,
West End Building Associates,Active,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
West Palm Operations,Active,0,,,Approved,,,554,,,,,,,,,
"Westchester County, NY",Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Westmin Mad Associates,Active,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
Westminister Management,Unclear,3,"Company Jared Kushner earned $1.5 million in income from during 2017. The company owns and manages over 20,000 apartments in New York, New Jersey, Maryland, Pennsylvania and Ohio.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,"http://money.cnn.com/2018/06/11/news/ivanka-trump-jared-kushner-finances/index.html,https://mobile.nytimes.com/2018/06/21/business/trumps-kushners-end-hotel-deals.html,https://www.nj.com/news/index.ssf/2018/08/a_failed_new_york_investment_by_jared_kushner_gets.html",,,,,,checked,checked,,,
Westminster Hotel Management,Active,0,,,Approved,,,Unnamed record,,,,,,,,,
Westminster Linden,Active,0,,,Approved,connected to record w/ no ID,,Unnamed record,,,,,,,,,
Westminster Title Associates,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Wexford Hall,Active,0,,,Approved,,,555,,,,,,,,,
White Course,Active,0,,,Approved,,,"557,556",,,,,,,,,
"White Plains, NY",Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Why We Want You To Be Rich,Active,0,,,Approved,,,558,,,,,,,,,
William J. Clinton Foundation,Unclear,1,"The Donald J. Trump Foundation gave away $10.9 million from 2001 to 2014, taking a scattershot approach to philanthropy with donations to more than 400 different charities, according to a Forbes analysis of 14 years of IRS documents. Among the notable recipients: the William J. Clinton Foundation, a state branch of the ACLU and a nonprofit run by the New York Times, which Trump routinely criticizes on Twitter. Only $2.8 million of that money came from Trump himself.",,Approved,NOTE: this isn't connected to a biz entity but it IS connected to a story. ,https://www.forbes.com/sites/danalexander/2017/02/09/where-did-trumps-foundation-donate-its-money-irs-documents-reveal-surprising-answers/#4d1fcb907b52,,,,,checked,,,,,
William Trump Medical Fund LLC,Unclear,0,,status missing,Approved,,,559,,,,,,,,,
Wilshire Hall,Active,0,,,Approved,,,560,,,,,,,,,
WMTMF,Unclear,0,,status missing,Approved,,,561,,,,,,,,,
Wollman Rink Operations,Active,0,,"7/25/2017 added operating agreement detail per 2017 financial disclosure, Part 2, ref. 119.",Approved,,,562,,,,,,,,,
Women Who Work,Active,0,,,Approved,connected to record w/ no ID,,"1100,1101,Unnamed record",,,,,,,,,
WT 25 Columbia,Active,0,,,Approved,connected to record w/ no ID,,"697,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,,,,
Yorktown Real Estate Formerly Yorktown Development Associates,Active,0,,,Approved,,,563,,,,,,,,,
Yum Brands,Resolved,0,,,Approved,connected to record w/ no ID,,"Unnamed record,Unnamed record",,,,,,,,,
Rudy Giuliani,,3,,,,,"https://www.wnycstudios.org/story/trump-inc-rudy-inc,https://www.nytimes.com/2018/12/12/us/politics/giuliani-consulting-abroad.html,https://www.washingtonpost.com/politics/michael-cohen-sought-trump-pardon-attorney-says/2019/03/07/e59c84e2-40ef-11e9-85ad-779ef05fd9d8_story.html?utm_term=.16262dae39c6",,,,,checked,,,,,
